atom a,atom b,lowest distortion,a,b,c,alpha,beta,gamma,vpa,mu_b,metal_or_insulator
Cs,Pd,tetragonal,3.925,3.925,5.171,90.0,90.0,90.0,15.932,,metal
Cs,Pm,cubic,4.616,4.616,4.616,90.0,90.0,90.0,19.667,0.4,metal
Cs,Pr,cubic,4.679,4.679,4.679,90.0,90.0,90.0,20.493000000000002,0.4,metal
Cs,Pt,tetragonal,3.909,3.909,5.325,90.0,90.0,90.0,16.274,0.174,metal
Cs,Rb,cubic,4.687,4.687,4.687,90.0,90.0,90.0,20.592,,metal
Cs,Re,tetragonal,3.848,3.848,5.665,90.0,90.0,90.0,16.777,0.207,metal
Cs,Rh,tetragonal,3.881,3.881,5.343,90.0,90.0,90.0,16.097,0.385,metal
Cs,Ru,tetragonal,3.914,3.914,4.595,90.0,90.0,90.0,14.074000000000002,0.002,metal
Cs,Sb,tetragonal,3.789,3.789,6.312,90.0,90.0,90.0,18.125,,metal
Cs,Sc,rhombohedral,6.04,6.04,6.04,60.1,60.1,60.1,15.603,0.401,metal
Cs,Si,cubic,3.835,3.835,3.835,90.0,90.0,90.0,11.283,,metal
Cs,Sm,rhombohedral,6.511,6.511,6.511,60.1,60.1,60.1,19.57,0.4,metal
Cs,Sn,cubic,4.232,4.232,4.232,90.0,90.0,90.0,15.157,,metal
Cs,Sr,cubic,4.722,4.722,4.722,90.0,90.0,90.0,21.055999999999997,,metal
Cs,Tb,cubic,4.544,4.544,4.544,90.0,90.0,90.0,18.761,0.4,metal
Cs,Tc,tetragonal,3.879,3.879,5.337,90.0,90.0,90.0,16.06,0.293,metal
Cs,Te,tetragonal,4.033,4.033,5.447,90.0,90.0,90.0,17.715,,metal
Cs,Th,tetragonal,4.6,4.6,4.638,90.0,90.0,90.0,19.628,0.199,metal
Cs,Ti,tetragonal,3.901,3.901,5.016,90.0,90.0,90.0,15.265999999999998,0.186,metal
Cs,Tl,orthorhombic,6.399,6.4,8.71,90.0,90.0,90.0,17.835,,metal
Cs,Tm,rhombohedral,6.26,6.26,6.26,60.9,60.9,60.9,17.713,0.4,metal
Cs,U,orthorhombic,6.245,6.245,8.834,90.0,90.0,90.0,17.227999999999998,0.2,insulator
Cs,V,cubic,3.986,3.986,3.986,90.0,90.0,90.0,12.665,0.0,metal
Cs,W,tetragonal,3.879,3.879,5.483,90.0,90.0,90.0,16.497,-0.001,metal
Cs,Y,cubic,4.535,4.535,4.535,90.0,90.0,90.0,18.654,0.4,metal
Cs,Yb,cubic,4.458,4.458,4.458,90.0,90.0,90.0,17.725,,metal
Cs,Zn,cubic,4.091,4.091,4.091,90.0,90.0,90.0,13.697000000000001,,metal
Cs,Zr,cubic,4.299,4.299,4.299,90.0,90.0,90.0,15.888,0.2,metal
Cu,Ac,rhombohedral,6.531,6.531,6.531,53.1,53.1,53.1,16.494,0.401,insulator
Cu,Ag,orthorhombic,4.947,5.214,8.146,90.0,90.0,90.0,10.505999999999998,,metal
Cu,Al,cubic,3.64,3.64,3.64,90.0,90.0,90.0,9.647,,metal
Cu,As,rhombohedral,5.167,5.167,5.167,58.9,58.9,58.9,9.505,,metal
Cu,Au,cubic,4.004,4.004,4.004,90.0,90.0,90.0,12.838,,metal
Cu,B,cubic,3.319,3.319,3.319,90.0,90.0,90.0,7.313,,metal
Cu,Ba,orthorhombic,5.484,6.298,8.984,90.0,90.0,90.0,15.514000000000001,,metal
Cu,Be,cubic,3.394,3.394,3.394,90.0,90.0,90.0,7.822,,metal
Cu,Bi,rhombohedral,5.752,5.752,5.752,57.9,57.9,57.9,12.822000000000001,,metal
Cu,Cd,cubic,4.084,4.084,4.084,90.0,90.0,90.0,13.619000000000002,,metal
Cu,Ce,rhombohedral,6.703,6.703,6.703,49.4,49.4,49.4,15.972999999999999,0.4,insulator
Cu,Co,cubic,3.665,3.665,3.665,90.0,90.0,90.0,9.845,0.75,metal
Cu,Cr,cubic,3.705,3.705,3.705,90.0,90.0,90.0,10.174,0.2,metal
Cu,Cs,cubic,4.322,4.322,4.322,90.0,90.0,90.0,16.147000000000002,,metal
Cu,Cu,cubic,3.677,3.677,3.677,90.0,90.0,90.0,9.94,,metal
Cu,Dy,rhombohedral,6.017,6.017,6.017,54.2,54.2,54.2,13.329,0.4,insulator
Cu,Er,cubic,4.28,4.28,4.28,90.0,90.0,90.0,15.677999999999999,-0.016,metal
Cu,Eu,orthorhombic,4.838,5.894,8.931,90.0,90.0,90.0,12.732999999999999,0.2,metal
Cu,Fe,cubic,3.717,3.717,3.717,90.0,90.0,90.0,10.270999999999999,0.959,metal
Cu,Ga,cubic,3.797,3.797,3.797,90.0,90.0,90.0,10.950999999999999,,metal
Cu,Gd,rhombohedral,6.05,6.05,6.05,54.5,54.5,54.5,13.667,0.4,insulator
Cu,Ge,cubic,3.698,3.698,3.698,90.0,90.0,90.0,10.115,,metal
Cu,Hf,cubic,4.06,4.06,4.06,90.0,90.0,90.0,13.388,0.201,metal
Cu,Hg,orthorhombic,5.176,5.352,8.375,90.0,90.0,90.0,11.6,,metal
Cu,Ho,rhombohedral,6.023,6.023,6.023,53.8,53.8,53.8,13.217,0.399,insulator
Cu,In,cubic,4.105,4.105,4.105,90.0,90.0,90.0,13.835,,metal
Cu,Ir,cubic,3.853,3.853,3.853,90.0,90.0,90.0,11.437999999999999,0.248,metal
Cu,K,cubic,4.389,4.389,4.389,90.0,90.0,90.0,16.91,,metal
Cu,La,rhombohedral,6.195,6.195,6.195,55.4,55.4,55.4,15.024000000000001,0.4,insulator
Cu,Li,cubic,3.521,3.521,3.521,90.0,90.0,90.0,8.729,,metal
Cu,Lu,cubic,4.219,4.219,4.219,90.0,90.0,90.0,15.015,-0.005,metal
Cu,Mg,cubic,3.815,3.815,3.815,90.0,90.0,90.0,11.107000000000001,,metal
Cu,Mn,cubic,3.714,3.714,3.714,90.0,90.0,90.0,10.248,0.4,metal
Cu,Mo,rhombohedral,5.484,5.484,5.484,55.9,55.9,55.9,10.565,0.0,metal
Cu,Na,cubic,3.993,3.993,3.993,90.0,90.0,90.0,12.732000000000001,,metal
Cu,Nb,rhombohedral,5.59,5.59,5.59,55.7,55.7,55.7,11.120999999999999,0.0,insulator
Cu,Nd,rhombohedral,6.164,6.164,6.164,54.8,54.8,54.8,14.573,0.4,insulator
Cu,Ni,cubic,3.663,3.663,3.663,90.0,90.0,90.0,9.833,0.558,metal
Cu,Np,cubic,4.242,4.242,4.242,90.0,90.0,90.0,15.267999999999999,0.389,metal
Cu,Os,rhombohedral,5.277,5.277,5.277,59.1,59.1,59.1,10.191,0.001,metal
Cu,Pa,rhombohedral,5.994,5.994,5.994,55.6,55.6,55.6,13.659,0.0,insulator
Cu,Pb,rhombohedral,5.834,5.834,5.834,56.3,56.3,56.3,12.845,,metal
Cu,Pd,cubic,3.897,3.897,3.897,90.0,90.0,90.0,11.833,,metal
Cu,Pm,rhombohedral,6.115,6.115,6.115,54.8,54.8,54.8,14.195,0.4,insulator
Cu,Pr,rhombohedral,6.179,6.179,6.179,55.1,55.1,55.1,14.773,0.4,insulator
Cu,Pt,cubic,3.914,3.914,3.914,90.0,90.0,90.0,11.993,0.318,metal
Cu,Pu,cubic,4.229,4.229,4.229,90.0,90.0,90.0,15.125,0.601,insulator
Cu,Rb,cubic,4.272,4.272,4.272,90.0,90.0,90.0,15.595,,metal
Cu,Re,rhombohedral,5.38,5.38,5.38,57.4,57.4,57.4,10.363,0.0,metal
Cu,Rh,cubic,3.851,3.851,3.851,90.0,90.0,90.0,11.424000000000001,0.453,metal
Cu,Ru,orthorhombic,5.109,5.125,7.479,90.0,90.0,90.0,9.792,0.199,metal
Cu,Sb,rhombohedral,5.447,5.447,5.447,58.4,58.4,58.4,11.001,,metal
Cu,Sc,cubic,4.054,4.054,4.054,90.0,90.0,90.0,13.325,0.339,metal
Cu,Si,cubic,3.5,3.5,3.5,90.0,90.0,90.0,8.578,,metal
Cu,Sm,rhombohedral,6.098,6.098,6.098,54.7,54.7,54.7,14.040999999999999,0.399,insulator
Cu,Sn,cubic,4.018,4.018,4.018,90.0,90.0,90.0,12.972999999999999,,metal
Cu,Sr,orthorhombic,5.85,6.267,7.173,90.0,90.0,90.0,13.148,,metal
Cu,Ta,orthorhombic,5.233,5.456,7.643,90.0,90.0,90.0,10.912,0.0,insulator
Cu,Tb,rhombohedral,6.037,6.037,6.037,54.3,54.3,54.3,13.472999999999999,0.399,insulator
Cu,Tc,rhombohedral,5.382,5.382,5.382,56.9,56.9,56.9,10.238999999999999,0.0,metal
Cu,Te,rhombohedral,5.602,5.602,5.602,57.6,57.6,57.6,11.749,,metal
Cu,Th,cubic,4.462,4.462,4.462,90.0,90.0,90.0,17.768,-0.029,metal
Cu,Ti,orthorhombic,4.937,5.24,7.512,90.0,90.0,90.0,9.718,0.2,insulator
Cu,Tl,rhombohedral,5.863,5.863,5.863,56.5,56.5,56.5,13.088,,metal
Cu,Tm,rhombohedral,5.95,5.95,5.95,54.1,54.1,54.1,12.845999999999998,0.4,insulator
Cu,U,rhombohedral,5.912,5.912,5.912,56.1,56.1,56.1,13.29,0.2,insulator
Cu,V,orthorhombic,4.949,5.134,7.463,90.0,90.0,90.0,9.48,0.0,insulator
Cu,W,rhombohedral,5.5,5.5,5.5,56.0,56.0,56.0,10.669,-0.001,metal
Cu,Y,rhombohedral,6.027,6.027,6.027,54.1,54.1,54.1,13.364,0.401,insulator
Cu,Yb,orthorhombic,5.663,5.665,6.903,90.0,90.0,90.0,11.075,,metal
Cu,Zn,cubic,3.788,3.788,3.788,90.0,90.0,90.0,10.874,,metal
Cu,Zr,cubic,4.127,4.127,4.127,90.0,90.0,90.0,14.062999999999999,0.202,metal
Dy,Ac,cubic,4.659,4.659,4.659,90.0,90.0,90.0,20.224,0.0,metal
Dy,Ag,cubic,4.016,4.016,4.016,90.0,90.0,90.0,12.953,0.0,metal
Dy,Al,orthorhombic,5.175,5.338,7.383,90.0,90.0,90.0,10.198,0.0,insulator
Dy,As,cubic,3.988,3.988,3.988,90.0,90.0,90.0,12.687000000000001,0.0,metal
Dy,Au,cubic,4.091,4.091,4.091,90.0,90.0,90.0,13.694,0.0,metal
Dy,B,cubic,3.454,3.454,3.454,90.0,90.0,90.0,8.244,0.0,insulator
Dy,Ba,orthorhombic,6.509,6.787,8.353,90.0,90.0,90.0,18.45,0.201,insulator
Dy,Be,tetragonal,3.311,3.311,4.341,90.0,90.0,90.0,9.515,0.042,metal
Dy,Bi,cubic,4.36,4.36,4.36,90.0,90.0,90.0,16.579,0.0,metal
Dy,Ca,cubic,4.082,4.082,4.082,90.0,90.0,90.0,13.605,0.2,metal
Dy,Cd,cubic,4.086,4.086,4.086,90.0,90.0,90.0,13.640999999999998,0.0,metal
Dy,Ce,cubic,4.532,4.532,4.532,90.0,90.0,90.0,18.617,0.0,metal
Dy,Cr,orthorhombic,5.265,5.569,7.582,90.0,90.0,90.0,11.115,0.6,insulator
Dy,Cu,orthorhombic,5.205,5.86,7.189,90.0,90.0,90.0,10.964,0.0,insulator
Dy,Dy,cubic,4.26,4.26,4.26,90.0,90.0,90.0,15.460999999999999,0.0,insulator
Dy,Er,cubic,4.212,4.212,4.212,90.0,90.0,90.0,14.940999999999999,0.0,insulator
Dy,Eu,cubic,4.251,4.251,4.251,90.0,90.0,90.0,15.365,0.105,metal
Dy,Fe,orthorhombic,5.283,5.597,7.611,90.0,90.0,90.0,11.252,1.0,insulator
Dy,Ga,orthorhombic,5.263,5.558,7.56,90.0,90.0,90.0,11.058,0.0,insulator
Dy,Gd,cubic,4.312,4.312,4.312,90.0,90.0,90.0,16.035,0.0,insulator
Dy,Ge,cubic,3.868,3.868,3.868,90.0,90.0,90.0,11.572000000000001,0.0,metal
Dy,Hf,cubic,4.067,4.067,4.067,90.0,90.0,90.0,13.456,0.0,metal
Dy,Hg,cubic,4.185,4.185,4.185,90.0,90.0,90.0,14.655999999999999,0.0,metal
Dy,Ho,cubic,4.236,4.236,4.236,90.0,90.0,90.0,15.202,0.0,insulator
Dy,In,cubic,4.076,4.076,4.076,90.0,90.0,90.0,13.544,0.0,insulator
Dy,Ir,cubic,3.949,3.949,3.949,90.0,90.0,90.0,12.315,0.0,metal
Dy,K,orthorhombic,5.932,5.968,10.141,90.0,90.0,90.0,17.952,0.4,metal
Dy,La,cubic,4.506,4.506,4.506,90.0,90.0,90.0,18.299,0.0,metal
Dy,Li,orthorhombic,4.991,5.762,7.215,90.0,90.0,90.0,10.375,0.4,metal
Dy,Lu,cubic,4.147,4.147,4.147,90.0,90.0,90.0,14.264000000000001,0.0,insulator
Dy,Mg,orthorhombic,5.385,5.727,7.406,90.0,90.0,90.0,11.421,0.201,metal
Dy,Mn,orthorhombic,5.281,5.721,7.486,90.0,90.0,90.0,11.308,0.8,insulator
Dy,Mo,cubic,3.951,3.951,3.951,90.0,90.0,90.0,12.338,0.005,metal
Dy,Na,cubic,3.915,3.915,3.915,90.0,90.0,90.0,12.005,0.399,metal
Dy,Nb,cubic,4.023,4.023,4.023,90.0,90.0,90.0,13.017999999999999,0.001,metal
Dy,Nd,cubic,4.448,4.448,4.448,90.0,90.0,90.0,17.598,0.0,insulator
Dy,Ni,orthorhombic,5.166,5.518,7.395,90.0,90.0,90.0,10.539000000000001,0.2,metal
Dy,Np,cubic,4.403,4.403,4.403,90.0,90.0,90.0,17.072,0.776,metal
Dy,Os,cubic,3.934,3.934,3.934,90.0,90.0,90.0,12.181,0.007,metal
Dy,Pa,cubic,4.461,4.461,4.461,90.0,90.0,90.0,17.755,0.284,metal
Dy,Pb,cubic,4.285,4.285,4.285,90.0,90.0,90.0,15.731,0.0,metal
Dy,Pd,orthorhombic,5.378,5.881,7.508,90.0,90.0,90.0,11.872,0.005,metal
Dy,Pm,cubic,4.407,4.407,4.407,90.0,90.0,90.0,17.123,0.0,insulator
Dy,Pr,cubic,4.487,4.487,4.487,90.0,90.0,90.0,18.062,0.0,insulator
Dy,Pt,cubic,4.01,4.01,4.01,90.0,90.0,90.0,12.892000000000001,0.0,metal
Dy,Pu,cubic,4.36,4.36,4.36,90.0,90.0,90.0,16.572,0.914,metal
Dy,Rb,orthorhombic,5.891,6.009,11.001,90.0,90.0,90.0,19.47,0.4,metal
Dy,Re,cubic,3.943,3.943,3.943,90.0,90.0,90.0,12.263,0.162,metal
Dy,Ru,cubic,3.911,3.911,3.911,90.0,90.0,90.0,11.963,0.128,metal
Dy,Sb,cubic,4.203,4.203,4.203,90.0,90.0,90.0,14.845,0.0,metal
Dy,Sc,orthorhombic,5.422,5.711,7.886,90.0,90.0,90.0,12.208,0.0,insulator
Dy,Si,cubic,3.682,3.682,3.682,90.0,90.0,90.0,9.982999999999999,0.001,metal
Dy,Sm,cubic,4.38,4.38,4.38,90.0,90.0,90.0,16.805,0.0,insulator
Dy,Sn,cubic,4.103,4.103,4.103,90.0,90.0,90.0,13.812000000000001,0.0,metal
Dy,Sr,orthorhombic,5.809,5.823,9.85,90.0,90.0,90.0,16.66,0.2,metal
Dy,Ta,cubic,4.002,4.002,4.002,90.0,90.0,90.0,12.815,0.001,metal
Dy,Tb,cubic,4.285,4.285,4.285,90.0,90.0,90.0,15.738,0.0,insulator
Dy,Tc,cubic,3.93,3.93,3.93,90.0,90.0,90.0,12.140999999999998,0.313,metal
Dy,Te,cubic,4.23,4.23,4.23,90.0,90.0,90.0,15.137,0.003,metal
Dy,Th,cubic,4.552,4.552,4.552,90.0,90.0,90.0,18.86,0.024,metal
Dy,Ti,orthorhombic,5.299,5.668,7.63,90.0,90.0,90.0,11.46,0.2,metal
Dy,Tl,cubic,4.232,4.232,4.232,90.0,90.0,90.0,15.158,0.0,metal
Dy,Tm,cubic,4.188,4.188,4.188,90.0,90.0,90.0,14.690999999999999,0.0,insulator
Dy,U,cubic,4.387,4.387,4.387,90.0,90.0,90.0,16.889,0.548,metal
Dy,V,orthorhombic,5.296,5.659,7.618,90.0,90.0,90.0,11.415999999999999,0.4,insulator
Dy,W,cubic,3.958,3.958,3.958,90.0,90.0,90.0,12.402000000000001,0.001,metal
Dy,Y,cubic,4.259,4.259,4.259,90.0,90.0,90.0,15.453,-0.001,insulator
Dy,Yb,cubic,4.093,4.093,4.093,90.0,90.0,90.0,13.713,0.2,metal
Dy,Zn,orthorhombic,5.237,5.775,7.459,90.0,90.0,90.0,11.279000000000002,0.0,metal
Dy,Zr,cubic,4.122,4.122,4.122,90.0,90.0,90.0,14.002,0.0,metal
Er,Ac,orthorhombic,6.095,6.24,8.964,90.0,90.0,90.0,17.048,0.0,insulator
Er,Ag,cubic,4.006,4.006,4.006,90.0,90.0,90.0,12.853,0.0,metal
Er,Al,orthorhombic,5.131,5.341,7.343,90.0,90.0,90.0,10.062000000000001,0.0,insulator
Er,As,cubic,3.981,3.981,3.981,90.0,90.0,90.0,12.618,0.0,metal
Er,Au,cubic,4.085,4.085,4.085,90.0,90.0,90.0,13.633,0.0,metal
Er,B,cubic,3.434,3.434,3.434,90.0,90.0,90.0,8.096,0.0,insulator
Er,Ba,orthorhombic,6.465,6.767,8.309,90.0,90.0,90.0,18.174,0.2,insulator
Er,Be,tetragonal,3.287,3.287,4.345,90.0,90.0,90.0,9.389,0.035,metal
Er,Bi,cubic,4.359,4.359,4.359,90.0,90.0,90.0,16.569000000000003,0.0,metal
Er,Ca,cubic,4.118,4.118,4.118,90.0,90.0,90.0,13.969000000000001,0.2,metal
Er,Cd,cubic,4.08,4.08,4.08,90.0,90.0,90.0,13.588,0.0,metal
Er,Ce,cubic,4.529,4.529,4.529,90.0,90.0,90.0,18.584,0.0,metal
Er,Co,orthorhombic,5.144,5.549,7.428,90.0,90.0,90.0,10.600999999999999,0.0,insulator
Er,Cr,orthorhombic,5.23,5.551,7.545,90.0,90.0,90.0,10.953,0.6,insulator
Er,Cu,orthorhombic,5.179,5.849,7.137,90.0,90.0,90.0,10.81,0.0,insulator
Er,Dy,cubic,4.251,4.251,4.251,90.0,90.0,90.0,15.36,0.0,insulator
Er,Er,cubic,4.21,4.21,4.21,90.0,90.0,90.0,14.923,0.0,insulator
Er,Eu,cubic,4.247,4.247,4.247,90.0,90.0,90.0,15.315999999999999,0.097,metal
Er,Ga,orthorhombic,5.225,5.544,7.52,90.0,90.0,90.0,10.892000000000001,0.0,insulator
Er,Gd,cubic,4.309,4.309,4.309,90.0,90.0,90.0,16.005,0.0,insulator
Er,Ge,cubic,3.859,3.859,3.859,90.0,90.0,90.0,11.493,0.0,metal
Er,Hf,cubic,4.066,4.066,4.066,90.0,90.0,90.0,13.445,0.0,metal
Er,Hg,cubic,4.177,4.177,4.177,90.0,90.0,90.0,14.573,0.0,metal
Er,Ho,cubic,4.229,4.229,4.229,90.0,90.0,90.0,15.123,0.0,insulator
Er,In,cubic,4.083,4.083,4.083,90.0,90.0,90.0,13.618,0.0,insulator
Er,Ir,cubic,3.942,3.942,3.942,90.0,90.0,90.0,12.25,0.0,metal
Er,K,cubic,4.145,4.145,4.145,90.0,90.0,90.0,14.248,-0.024,metal
Er,La,cubic,4.505,4.505,4.505,90.0,90.0,90.0,18.281,0.0,metal
Er,Li,cubic,3.611,3.611,3.611,90.0,90.0,90.0,9.417,0.399,metal
Er,Lu,cubic,4.14,4.14,4.14,90.0,90.0,90.0,14.189,0.0,insulator
Er,Mg,cubic,3.79,3.79,3.79,90.0,90.0,90.0,10.890999999999998,0.201,metal
Er,Mn,orthorhombic,5.243,5.699,7.457,90.0,90.0,90.0,11.142999999999999,0.8,insulator
Er,Mo,cubic,3.946,3.946,3.946,90.0,90.0,90.0,12.292,0.005,metal
Er,Na,cubic,3.902,3.902,3.902,90.0,90.0,90.0,11.886,0.4,metal
Er,Nb,cubic,4.02,4.02,4.02,90.0,90.0,90.0,12.992,0.0,metal
Er,Nd,cubic,4.445,4.445,4.445,90.0,90.0,90.0,17.56,0.0,metal
Er,Ni,orthorhombic,5.116,5.532,7.326,90.0,90.0,90.0,10.367,0.2,metal
Er,Np,cubic,4.4,4.4,4.4,90.0,90.0,90.0,17.041,0.761,metal
Er,Os,cubic,3.929,3.929,3.929,90.0,90.0,90.0,12.128,0.008,metal
Er,Pa,cubic,4.46,4.46,4.46,90.0,90.0,90.0,17.741,0.275,metal
Er,Pb,cubic,4.273,4.273,4.273,90.0,90.0,90.0,15.602,0.0,metal
Er,Pd,cubic,3.942,3.942,3.942,90.0,90.0,90.0,12.251,0.0,metal
Er,Pm,cubic,4.403,4.403,4.403,90.0,90.0,90.0,17.07,0.0,insulator
Er,Pr,cubic,4.485,4.485,4.485,90.0,90.0,90.0,18.047,0.0,metal
Er,Pt,cubic,4.003,4.003,4.003,90.0,90.0,90.0,12.825,0.0,metal
Er,Pu,cubic,4.36,4.36,4.36,90.0,90.0,90.0,16.570999999999998,0.9,metal
Er,Rb,orthorhombic,6.105,6.145,9.519,90.0,90.0,90.0,17.854,0.0,insulator
Er,Re,cubic,3.939,3.939,3.939,90.0,90.0,90.0,12.22,0.161,metal
Er,Rh,cubic,3.902,3.902,3.902,90.0,90.0,90.0,11.886,0.001,metal
Er,Ru,cubic,3.904,3.904,3.904,90.0,90.0,90.0,11.897,0.133,metal
Er,Sb,cubic,4.198,4.198,4.198,90.0,90.0,90.0,14.796,0.0,metal
Er,Sc,cubic,3.976,3.976,3.976,90.0,90.0,90.0,12.575,0.0,insulator
Er,Si,cubic,3.663,3.663,3.663,90.0,90.0,90.0,9.83,0.001,metal
Er,Sm,cubic,4.376,4.376,4.376,90.0,90.0,90.0,16.759,0.0,insulator
Er,Sn,cubic,4.092,4.092,4.092,90.0,90.0,90.0,13.706,0.0,metal
Er,Sr,orthorhombic,5.898,5.936,9.057,90.0,90.0,90.0,15.856,0.2,metal
Er,Ta,cubic,3.998,3.998,3.998,90.0,90.0,90.0,12.78,0.0,metal
Er,Tb,cubic,4.282,4.282,4.282,90.0,90.0,90.0,15.697000000000001,0.0,insulator
Er,Tc,cubic,3.923,3.923,3.923,90.0,90.0,90.0,12.073,0.315,metal
Er,Te,cubic,4.229,4.229,4.229,90.0,90.0,90.0,15.123,0.004,metal
Er,Th,cubic,4.551,4.551,4.551,90.0,90.0,90.0,18.855999999999998,0.024,metal
Er,Ti,orthorhombic,5.262,5.649,7.595,90.0,90.0,90.0,11.287,0.2,metal
Er,Tl,cubic,4.226,4.226,4.226,90.0,90.0,90.0,15.091,0.0,metal
Er,Tm,cubic,4.179,4.179,4.179,90.0,90.0,90.0,14.6,0.0,insulator
Er,U,cubic,4.383,4.383,4.383,90.0,90.0,90.0,16.835,0.527,metal
Er,V,orthorhombic,5.263,5.637,7.585,90.0,90.0,90.0,11.251,0.4,insulator
Er,W,cubic,3.955,3.955,3.955,90.0,90.0,90.0,12.372,0.0,metal
Er,Y,cubic,4.254,4.254,4.254,90.0,90.0,90.0,15.395,0.0,insulator
Er,Yb,cubic,4.087,4.087,4.087,90.0,90.0,90.0,13.649000000000001,-0.156,metal
Er,Zn,orthorhombic,5.21,5.741,7.416,90.0,90.0,90.0,11.089,-0.002,metal
Er,Zr,cubic,4.119,4.119,4.119,90.0,90.0,90.0,13.972999999999999,0.0,metal
Eu,Ac,cubic,4.597,4.597,4.597,90.0,90.0,90.0,19.427,0.073,metal
Eu,Ag,orthorhombic,5.538,5.81,7.843,90.0,90.0,90.0,12.617,0.0,metal
Eu,Al,cubic,3.724,3.724,3.724,90.0,90.0,90.0,10.325,0.166,metal
Eu,As,tetragonal,3.81,3.81,4.188,90.0,90.0,90.0,12.16,0.0,metal
Eu,Au,orthorhombic,5.61,5.931,7.69,90.0,90.0,90.0,12.794,0.0,metal
Eu,B,cubic,3.469,3.469,3.469,90.0,90.0,90.0,8.35,0.187,metal
Eu,Ba,orthorhombic,6.58,6.659,8.056,90.0,90.0,90.0,17.65,0.0,insulator
Eu,Be,cubic,3.583,3.583,3.583,90.0,90.0,90.0,9.202,0.398,metal
Eu,Bi,orthorhombic,5.807,6.071,8.373,90.0,90.0,90.0,14.761,0.0,metal
Eu,Ca,cubic,4.232,4.232,4.232,90.0,90.0,90.0,15.155,0.4,metal
Eu,Cd,orthorhombic,5.659,5.96,7.949,90.0,90.0,90.0,13.404000000000002,0.0,metal
Eu,Ce,cubic,4.494,4.494,4.494,90.0,90.0,90.0,18.15,0.2,metal
Eu,Co,orthorhombic,5.258,5.313,7.577,90.0,90.0,90.0,10.583,0.6,metal
Eu,Cr,orthorhombic,5.334,5.352,7.569,90.0,90.0,90.0,10.802999999999999,0.4,insulator
Eu,Cs,cubic,4.469,4.469,4.469,90.0,90.0,90.0,17.852999999999998,0.0,metal
Eu,Cu,orthorhombic,5.269,5.329,7.509,90.0,90.0,90.0,10.542,-0.026,metal
Eu,Dy,orthorhombic,5.866,6.064,8.278,90.0,90.0,90.0,14.724,0.198,metal
Eu,Er,orthorhombic,5.813,6.018,8.236,90.0,90.0,90.0,14.407,0.2,metal
Eu,Eu,cubic,4.2,4.2,4.2,90.0,90.0,90.0,14.814,0.011,metal
Eu,Fe,orthorhombic,5.324,5.363,7.551,90.0,90.0,90.0,10.78,0.8,metal
Eu,Ga,rhombohedral,5.329,5.329,5.329,62.3,62.3,62.3,11.255,0.199,metal
Eu,Gd,orthorhombic,5.913,6.098,8.353,90.0,90.0,90.0,15.06,0.199,metal
Eu,Ge,rhombohedral,5.284,5.284,5.284,60.5,60.5,60.5,10.559000000000001,0.0,insulator
Eu,Hf,orthorhombic,5.623,5.727,8.01,90.0,90.0,90.0,12.898,0.0,insulator
Eu,Hg,orthorhombic,5.73,6.504,7.509,90.0,90.0,90.0,13.993,-0.001,metal
Eu,Ho,orthorhombic,5.835,6.039,8.266,90.0,90.0,90.0,14.562999999999999,0.2,metal
Eu,In,orthorhombic,5.687,5.96,7.949,90.0,90.0,90.0,13.472000000000001,0.2,metal
Eu,Ir,orthorhombic,5.351,5.695,7.722,90.0,90.0,90.0,11.765999999999998,0.051,metal
Eu,K,cubic,4.234,4.234,4.234,90.0,90.0,90.0,15.183,-0.141,metal
Eu,La,orthorhombic,5.979,6.232,8.697,90.0,90.0,90.0,16.201,0.2,metal
Eu,Li,rhombohedral,5.258,5.258,5.258,60.1,60.1,60.1,10.293,0.6,metal
Eu,Lu,orthorhombic,5.739,5.952,8.162,90.0,90.0,90.0,13.942,0.2,metal
Eu,Mg,orthorhombic,5.219,5.845,7.792,90.0,90.0,90.0,11.884,0.4,metal
Eu,Mn,rhombohedral,5.283,5.283,5.283,60.9,60.9,60.9,10.64,0.6,metal
Eu,Mo,orthorhombic,5.49,5.587,7.83,90.0,90.0,90.0,12.007,0.002,metal
Eu,Na,orthorhombic,5.995,6.293,6.374,90.0,90.0,90.0,12.024000000000001,0.0,metal
Eu,Nb,orthorhombic,5.571,5.681,7.963,90.0,90.0,90.0,12.602,0.0,metal
Eu,Nd,cubic,4.414,4.414,4.414,90.0,90.0,90.0,17.198,0.2,metal
Eu,Ni,orthorhombic,5.28,5.287,7.537,90.0,90.0,90.0,10.519,0.0,metal
Eu,Np,orthorhombic,5.882,6.106,8.465,90.0,90.0,90.0,15.202,0.6,insulator
Eu,Os,orthorhombic,5.377,5.624,7.734,90.0,90.0,90.0,11.695,0.179,metal
Eu,Pa,orthorhombic,5.962,6.2,8.591,90.0,90.0,90.0,15.877,0.2,insulator
Eu,Pb,orthorhombic,5.726,5.984,8.227,90.0,90.0,90.0,14.095999999999998,0.0,insulator
Eu,Pd,orthorhombic,5.416,5.659,7.747,90.0,90.0,90.0,11.872,0.0,insulator
Eu,Pm,orthorhombic,5.961,6.169,8.513,90.0,90.0,90.0,15.65,0.201,metal
Eu,Pr,cubic,4.451,4.451,4.451,90.0,90.0,90.0,17.636,0.2,metal
Eu,Pt,orthorhombic,5.411,5.712,7.765,90.0,90.0,90.0,12.001,0.0,insulator
