epsilon_x opt,epsilon_y opt,epsilon_z opt,e_form,exfoliation_en,band_gap_eV
3.9133,3.9133,7.4437,-1.397,88.29246428571436,0.739
4.5275,4.5275,2.6129,-0.106,79.03385000000007,0.3357
2.372,2.243,2.0774,-1.022,66.08187500000007,2.3181
28.1351,24.1661,4.7179,-0.268,80.88074999999995,0.0356
3.1068,2.6887,2.2053,-0.015,127.52834999999996,1.2554
18.76,5.0232,2.7651,-0.847,85.53233333333398,0.0319
3.8876,3.9741,3.3461,-0.089,131.7259083333333,1.1516
2.648,2.4773,2.394,-1.842,55.47583333333339,2.0992
3.6804,2.8339,2.4856,-0.389,0.026500000000151402,0.1563
7.6645,7.6645,5.4374,-1.034,44.67241666666677,0.0775
33.4227,33.4227,9.9855,-0.834,71.66885714285698,0.0482
41.9693,41.9693,35.1218,-0.586,43.9449999999999,0.0152
21.3806,14.535,6.8908,-0.55,74.00262500000032,0.0083
21.0529,32.4686,7.1732,-0.473,52.45837499999983,0.0136
21.0214,36.181,7.4804,-0.537,52.00187499999998,0.0057
7.5899,4.4732,3.9079,-0.923,70.23512499999995,0.6651
6.8017,12.6476,4.5809,0.252,309.414409090909,0.0051
1.5766,1.5766,1.5126,-1.426,15.697176470588214,5.9509
2.722,2.722,2.5415,-0.571,88.55821666666664,2.6378
19.0924,19.0924,5.1484,-1.518,18.3027499999997,0.6265
3.1134,3.1458,2.5909,-0.698,74.05980000000012,1.1024
23.8646,23.8646,11.6957,-2.216,45.65266666666679,6.3099
12.4816,12.4811,3.0442,-0.879,59.729500000000435,0.1273
8.5452,8.5452,6.4327,-0.248,64.69328571428589,0.9233
2.0432,2.2794,1.8476,-0.366,78.64068181818196,1.3572
2.7222,2.7222,2.543,-0.571,88.73911666666667,1.6577
4.6568,4.6568,2.8302,-0.467,97.27645454545453,0.0254
3.5269,3.5269,3.2123,-0.523,58.75692499999996,1.8666
2.8353,2.5897,2.273,-1.774,42.299666666665736,2.0632
21.4679,52.7808,10.8575,-0.477,75.19950000000009,0.0011
4.2255,4.2255,2.8673,-0.083,81.65164999999996,1.4514
2.9968,2.9968,2.7301,-0.365,92.64951249999997,2.548
24.409,44.8932,7.3021,-0.515,52.12499999999998,0.0025
1.9574,1.9574,1.8741,-1.63,84.16826666666665,3.9359
3.1818,3.5215,5.4663,-1.565,122.80690909090896,0.028
9.3363,4.025,2.6125,-0.849,78.03466666666692,0.027
10.2111,10.2111,9.0356,-0.448,38.55755555555551,0.9308
14.5525,14.4642,2.1972,-0.486,74.41979166666668,1.782
11.4595,11.4595,2.1132,-1.184,50.394250000000085,0.0599
10.2074,8.192,1.9027,-1.591,61.07468749999967,0.0461
2.3029,2.3029,2.1444,-0.321,81.51914444444441,1.9992
3.7357,3.7357,2.6867,-1.661,42.09559999999968,1.1354
4.987,4.7572,4.091,-0.391,68.01600000000008,1.2239
3.7577,3.7577,3.6268,-1.492,39.87833333333324,0.8132
10.5925,10.5925,2.3474,-0.615,36.44924999999999,0.9104
16.961,16.961,8.0537,-2.143,38.758000000000514,0.0284
2.5608,2.5608,2.8364,-0.888,100.33080000000005,1.846
1.7078,1.7287,1.628,-2.673,88.09937499999964,3.9076
1.3141,1.3069,1.2933,-1.758,77.59771428571405,1.9708
1.6412,1.707,1.6048,-0.884,51.59935714285746,2.0559
3.7225,3.7225,3.8418,-0.588,37.069928571428655,0.5432
2.9383,2.9383,2.5386,-1.128,28.708625000000154,1.8924
2.721,2.7211,2.5412,-0.571,87.95402222222226,2.6385
17.8712,19.5575,3.2064,-0.629,88.04341666666637,0.0856
8.8693,8.8693,7.6831,-0.409,48.72114285714302,1.005
12.6085,12.6085,10.3343,-0.232,55.666628571428674,1.0772
16.5896,5.3201,3.4348,-0.025,60.979166666666586,0.0335
19.6968,19.6968,4.1332,-1.306,123.00782500000007,3.1968
2.0369,1.8565,1.9356,-3.019,41.64333333333303,4.6183
2.492,2.492,2.1914,-2.864,47.640499999999975,3.6602
2.4736,2.4736,2.1831,-2.875,47.644166666666266,3.122
1.8531,1.7446,1.7661,-3.229,40.044833333332974,5.4043
2.4541,2.4541,2.1991,-2.487,35.87119999999988,2.2673
2.0281,1.8431,1.9251,-3.049,41.32366666666698,4.6893
2.2214,2.2214,2.1934,-2.936,38.42216666666598,3.646
7.7423,7.7423,1.5847,-1.579,39.90911111111117,0.0232
16.6265,16.6265,2.0729,-1.396,52.4009999999997,1.1701
2.1386,2.1386,1.9295,-3.087,50.16650000000045,4.8031
14.076,14.076,1.8447,-1.179,43.057999999999375,1.6499
2.0048,2.0047,1.9546,-3.305,33.76083333333302,4.6656
2.489,2.489,2.1178,-2.413,34.590800000000144,1.8842
15.7539,15.7604,2.193,-0.925,62.872666666666355,1.4102
1.6353,1.6372,1.5761,-1.544,38.10918749999992,3.2496
3.3569,3.6496,2.3821,-0.193,173.80375000000026,1.4482
2.5019,2.5019,2.1827,-2.86,47.00216666666712,1.9654
2.1456,2.1456,1.9268,-3.086,46.78016666666718,4.5924
1.514,1.514,1.0927,-0.101,44.027545454546235,2.526
2.2985,2.5545,2.0594,-0.803,107.79149999999981,2.0585
2.2998,2.3222,2.1575,-1.103,85.57628333333334,2.217
20.598,7.496,7.0087,-0.954,71.99128571428615,0.0042
1.5197,1.5197,1.4706,-1.458,154.10764285714328,3.9863
70.8892,67.562,17.9332,-0.481,59.60987500000003,0.0001
6.6874,6.6874,3.7882,-1.414,34.81083333333412,0.0438
4.352,4.352,2.5501,-0.45,100.49863636363642,0.6524
23.6564,18.6196,4.5643,-0.221,76.49268750000005,0.0128
3.0474,3.0474,1.7594,0.082,26.426545454545813,3.3695
2.246,2.246,2.012,-2.057,43.574285714285566,0.1178
3.3495,2.9913,2.9485,-0.062,88.8086590909094,1.301
2.2354,2.2346,2.1312,-0.101,132.26525,1.8036
15.7179,15.7546,2.2486,-0.925,63.56433333333289,1.4097
