MolWeight,HBondDonors,Rings,RotatableBonds,PolarSurfaceArea,MinDegree,measured_logS
70.135,0,1,0,0.0,2,-2.64
107.156,1,1,0,26.02,1,-2.21
148.205,0,1,3,9.23,1,-2.92
279.34,2,1,2,70.67,1,-2.93
70.135,0,0,1,0.0,1,-2.73
95.101,1,1,0,33.120000000000005,1,1.02
30.07,0,0,0,0.0,1,-1.36
147.00399999999996,0,1,0,0.0,1,-3.05
167.25799999999998,1,2,0,12.89,1,-3.18
498.66200000000026,0,2,1,0.0,1,-11.6
216.19199999999995,0,3,1,52.58,1,-3.664
59.068,1,0,0,43.09,1,1.58
142.201,0,2,0,0.0,1,-3.7
271.36,0,2,5,29.540000000000003,1,-3.57
102.177,1,0,0,20.23,1,-0.62
116.15999999999998,0,0,3,26.3,1,-1.36
172.18299999999996,0,2,0,34.14,1,-3.03
178.23399999999998,0,3,0,0.0,2,-5.26
107.156,0,1,0,12.89,1,0.38
144.258,1,0,7,20.23,1,-3.01
173.83499999999998,0,0,0,0.0,1,-1.17
392.4670000000002,3,4,2,94.83,1,-3.59
156.228,0,2,0,0.0,1,-4.89
217.378,0,0,5,20.31,1,-3.68
227.085,0,0,8,157.11,1,-2.22
138.126,1,1,1,69.16,1,-2.19
92.569,0,0,2,0.0,1,-2.03
430.9340000000001,2,1,6,64.68,1,-4.19
329.32099999999997,0,3,2,22.0,1,-4.445
243.309,1,4,0,26.02,1,-6.2
270.372,1,4,0,37.3,1,-3.955
269.373,0,3,1,19.37,1,-4.706
58.08,0,1,0,12.53,1,-0.59
281.271,1,3,2,84.6,1,-3.796
132.232,2,0,2,24.06,1,-1.46
197.448,1,1,0,20.23,1,-2.67
116.15999999999998,0,0,3,26.3,1,-1.34
93.129,1,1,0,26.02,1,-0.41
156.228,0,2,0,0.0,1,-4.678999999999999
297.745,3,2,1,118.36,1,-2.63
152.19599999999994,0,3,0,0.0,2,-3.96
144.21399999999997,0,0,5,26.3,1,-1.28
211.269,2,1,5,71.96000000000001,1,-2.084
252.31599999999997,0,5,0,0.0,2,-8.699
108.966,0,0,0,0.0,1,-1.09
82.14599999999999,0,0,0,0.0,1,-1.99
764.9499999999999,5,8,7,182.83,1,-5.292999999999999
70.13499999999999,0,0,1,0.0,1,-2.73
145.16099999999997,1,2,0,33.120000000000005,1,-2.42
132.20599999999996,0,2,0,0.0,2,-4.37
318.32800000000003,2,4,2,66.76,1,-2.9
314.802,0,1,0,0.0,1,-5.6
321.549,0,1,4,27.69,1,-5.72
142.18300000000002,2,1,0,48.65,1,-2.436
164.204,1,1,3,29.46,1,-1.56
210.233,2,1,3,75.27000000000001,1,-1.7080000000000002
202.25599999999997,0,4,0,0.0,2,-6.176
118.176,0,0,4,18.46,1,-0.43
239.702,0,2,2,29.54,1,-2.338
118.176,1,0,5,29.46,1,-0.42
295.336,0,1,1,43.14,1,-5.82
290.447,1,4,0,37.3,1,-4.402
312.118,0,2,2,20.31,1,-4.047
129.16199999999998,0,2,0,12.89,2,-1.3
184.147,3,1,1,86.99000000000001,1,-1.24
306.276,1,3,5,81.64999999999999,1,-1.8
169.567,1,2,0,46.0,1,-2.8310000000000004
395.3270000000001,0,2,1,0.0,1,-7.92
142.07,2,1,0,92.34,1,-1.25
112.987,0,0,2,0.0,1,-1.62
175.0,0,1,0,0.0,1,-2.67
191.455,0,1,0,0.0,1,-3.63
86.178,0,0,1,0.0,1,-3.65
56.108,0,0,1,0.0,1,-1.94
360.88200000000006,0,2,1,0.0,1,-7.68
111.104,2,1,0,71.77000000000001,1,-1.155
187.37500000000003,0,0,1,0.0,1,-3.04
55.07999999999999,0,0,0,23.79,1,0.28
320.04600000000005,0,2,3,0.0,1,-6.51
153.13699999999997,0,1,2,52.37,1,-1.96
288.43100000000004,1,4,0,37.3,1,-4.12
284.142,0,3,1,37.38,1,-4.8
276.338,0,6,0,0.0,2,-9.018
240.21499999999995,1,1,4,106.51000000000002,1,-3.38
196.20199999999997,0,2,2,44.760000000000005,1,-1.899
92.094,3,0,2,60.69,1,1.12
124.13899999999995,1,1,1,29.46,1,-1.96
350.591,0,1,6,40.58,1,-5.67
192.261,0,3,0,0.0,1,-5.89
188.23,0,2,1,26.93,1,0.715
88.14999999999999,0,0,3,9.23,1,-0.99
146.153,0,2,0,51.56,1,-0.8540000000000001
201.661,2,1,4,62.73,1,-4.55
87.12199999999999,0,0,0,20.31,1,1.11
213.31,0,1,3,45.150000000000006,1,-2.676
28.053999999999995,0,0,0,0.0,1,-0.4
102.177,1,0,1,20.23,1,-0.5
196.20599999999996,2,1,3,75.27000000000001,1,-1.614
197.448,1,1,0,20.23,1,-2.67
108.13999999999996,0,1,1,9.23,1,-1.85
339.21800000000013,1,2,4,46.53,1,-4.53
360.4500000000001,2,4,3,91.67000000000002,1,-3.85
286.331,1,2,4,50.8,1,-4.16
120.19499999999996,0,1,1,0.0,1,-3.11
118.245,0,0,2,0.0,1,-2.24
168.10799999999995,0,1,2,86.28,1,-2.29
384.4870000000002,0,0,12,36.92,1,-5.54
198.222,2,1,2,75.27000000000001,1,-2.21
402.48700000000025,1,4,3,97.74,1,-4.21
171.15599999999998,1,1,3,81.19,1,-1.22
127.574,1,1,0,26.02,1,-1.66
116.20399999999998,1,0,3,20.23,1,-1.52
68.07499999999999,0,1,0,13.14,2,-0.82
271.39,2,1,8,71.96000000000001,1,-2.928
222.3319999999999,1,3,1,32.34,1,-3.1710000000000003
134.22199999999998,0,1,0,0.0,1,-3.66
322.36400000000003,0,3,5,57.690000000000005,1,-3.27
402.48700000000014,2,4,3,100.90000000000002,1,-4.37
74.12299999999999,0,0,2,9.23,1,-0.39
102.133,0,0,1,26.3,1,-0.55
157.01,0,1,0,0.0,1,-2.55
166.176,1,1,2,46.53,1,-2.35
352.39000000000004,1,3,6,75.71,1,-5.071000000000001
344.4950000000001,0,4,2,43.370000000000005,1,-5.37
300.36000000000007,0,7,0,0.0,2,-9.332
136.114,2,2,0,74.43,1,-2.266
62.499,0,0,0,0.0,1,-1.75
239.318,0,2,3,20.31,1,-2.98
331.62699999999995,0,0,0,0.0,1,-3.14
296.374,1,3,2,48.47,1,-4.871
147.13299999999998,1,2,0,46.17,1,-2.61
331.202,1,3,3,46.010000000000005,1,-4.38
136.14999999999998,0,1,1,26.3,1,-1.85
126.115,1,1,0,54.86,1,-0.807
324.38000000000005,1,3,5,60.85000000000001,1,-3.73
291.9920000000001,0,2,1,0.0,1,-6.47
289.7440000000001,3,2,2,101.29,1,-3.29
233.098,1,1,1,32.34,1,-3.8
68.11900000000001,0,1,0,0.0,2,-2.1
286.156,6,2,1,191.0,1,-1.99
128.259,0,0,6,0.0,1,-5.88
128.558,1,1,0,20.23,1,-1.06
242.321,0,4,0,0.0,1,-6.59
122.16699999999996,0,1,2,9.23,1,-2.33
176.215,0,1,3,26.3,1,-3.0
216.668,1,1,0,54.86,1,-2.484
315.716,1,3,2,84.6,1,-3.4989999999999997
171.22099999999998,1,1,1,60.16,1,-1.74
223.659,1,1,2,38.33,1,-2.617
114.232,0,0,4,0.0,1,-5.08
449.8560000000001,0,3,6,59.32000000000001,1,-8.176
300.3620000000001,0,3,2,56.220000000000006,1,-3.5380000000000003
284.74600000000004,0,3,1,32.67,1,-3.754
102.177,1,0,2,20.23,1,-0.7
308.36100000000005,0,1,7,44.760000000000005,1,-2.3
154.253,1,2,0,20.23,1,-2.32
288.431,1,4,0,37.3,1,-4.02
100.205,0,0,4,0.0,1,-4.53
144.17299999999997,1,2,0,20.23,1,-2.22
112.216,0,1,0,0.0,1,-4.3
435.48100000000034,2,3,6,132.5,1,-3.638
254.33199999999997,0,5,0,0.0,2,-7.85
340.5070000000001,0,4,1,34.14,1,-5.27
114.188,0,0,4,17.07,1,-1.45
183.169,1,0,3,55.4,1,0.54
314.5220000000001,0,0,12,17.07,1,-5.14
149.149,1,2,0,46.17,1,-2.932
380.662,3,2,2,118.36,1,-2.68
70.13499999999999,0,0,0,0.0,1,-2.56
120.195,0,1,0,0.0,1,-3.31
197.448,1,1,0,20.23,1,-2.21
179.22199999999998,0,3,0,12.89,2,-2.78
116.20399999999998,1,0,3,20.23,1,-0.98
114.232,0,0,5,0.0,1,-5.24
178.23399999999995,0,3,0,0.0,2,-6.35
108.14399999999998,2,1,1,38.05,1,0.07
58.08,0,0,1,17.07,1,0.58
112.216,0,1,0,0.0,2,-4.15
208.21699999999996,2,1,4,75.27000000000001,1,-2.077
119.378,0,0,0,0.0,1,-1.17
128.15599999999998,2,1,0,45.75,1,-2.273
328.84299999999996,1,3,4,32.34,1,-5.915
96.17300000000002,0,1,0,0.0,1,-3.27
128.21499999999995,0,0,5,17.07,1,-2.13
260.24499999999995,0,3,2,61.81,1,-3.0210000000000004
226.27599999999995,2,1,4,75.27000000000001,1,-2.658
252.31599999999997,0,5,0,0.0,2,-8.0
100.161,0,0,3,17.07,1,-1.52
102.177,0,0,4,9.23,1,-1.62
214.39299999999992,1,0,12,20.23,1,-5.84
197.448,1,1,0,20.23,1,-2.64
60.056,2,0,0,69.11,1,0.96
68.11899999999999,0,0,1,0.0,1,-1.64
235.906,0,1,0,0.0,1,-3.54
270.50099999999986,1,0,16,20.23,1,-8.4
135.16599999999997,1,1,1,29.1,1,-1.33
300.266,4,4,0,107.22,1,-2.7
137.14200000000002,2,1,1,68.01,1,0.009
354.8749999999999,1,3,0,20.23,1,-5.46
116.15999999999998,0,0,4,26.3,1,-1.52
120.15099999999995,0,1,1,17.07,1,-1.28
256.308,0,4,1,25.78,2,-5.4
182.156,0,0,6,44.760000000000005,1,0.43
152.237,0,2,0,17.07,1,-1.85
162.152,0,2,1,60.790000000000006,1,-0.91
338.876,0,3,0,0.0,1,-5.64
89.094,0,0,1,43.14,1,-0.62
167.21099999999998,1,3,0,15.79,2,-5.27
122.12,4,0,3,80.92,1,0.7
179.21899999999997,1,1,3,52.32,1,-2.452
223.16499999999996,1,0,5,73.86,1,0.6509999999999999
99.089,1,1,0,46.17,1,0.3
100.20499999999998,0,0,2,0.0,1,-4.28
316.4270000000001,1,1,8,84.42,1,-4.16
270.361,0,3,1,32.260000000000005,1,-4.6339999999999995
239.274,0,3,1,29.54,1,-3.68
86.134,0,1,0,9.23,2,-0.03
96.173,0,0,3,0.0,1,-3.01
244.2899999999999,0,2,3,39.44,1,-4.314
268.3589999999999,0,5,0,0.0,1,-7.92
150.177,0,1,2,26.3,1,-2.32
92.569,0,0,1,0.0,1,-2.0
296.41,2,4,0,40.46,1,-4.3
214.34899999999996,0,0,10,26.3,1,-4.69
118.245,0,0,4,0.0,1,-2.58
228.294,0,4,0,0.0,2,-8.6
151.047,0,0,3,0.0,1,-3.08
98.18899999999998,0,0,3,0.0,1,-3.82
171.15599999999998,1,1,3,81.19,1,-1.26
140.26999999999998,0,1,4,0.0,1,-6.08
360.88200000000006,0,2,1,0.0,1,-7.42
198.222,2,1,2,75.27000000000001,1,-2.148
133.405,0,0,0,0.0,1,-2.0
214.652,1,1,2,41.57,1,-2.57
196.206,2,2,0,75.27,1,-3.06
211.2609999999999,0,1,1,46.61,1,-0.85
171.03700000000003,0,1,0,0.0,1,-3.19
74.123,0,0,2,9.23,1,-0.09
330.17100000000005,1,2,2,69.72,1,-4.376
335.28200000000004,0,1,7,89.51999999999998,1,-5.53
136.194,1,1,0,20.23,1,-2.05
78.11399999999999,0,1,0,0.0,2,-1.64
238.455,0,1,0,0.0,1,-4.03
228.67899999999997,1,1,2,41.57,1,-2.5639999999999996
211.69200000000004,0,1,3,20.31,1,-2.48
104.15199999999996,0,1,1,0.0,1,-2.82
76.095,0,0,2,18.46,1,0.48
106.168,0,1,0,0.0,1,-2.8
74.12299999999999,1,0,1,20.23,1,0.47
110.11199999999998,2,1,0,40.46,1,-0.17
288.387,3,4,0,60.69,1,-4.955
216.283,0,4,0,0.0,2,-8.04
100.077,2,1,0,58.2,1,-0.4
194.27399999999992,2,1,5,40.46,1,-2.59
162.27899999999997,0,0,5,17.07,1,-0.83
362.7710000000002,0,2,6,57.9,1,-5.382000000000001
256.348,0,4,0,0.0,1,-7.01
476.5850000000002,2,4,6,100.90000000000002,1,-4.71
168.112,4,2,0,114.36999999999998,1,-3.93
231.89299999999997,1,1,0,20.23,1,-3.1
147.004,0,1,0,0.0,1,-3.04
354.491,0,2,2,0.0,1,-7.15
102.13299999999998,0,0,3,26.3,1,-1.01
124.208,0,1,1,0.0,1,-2.39
322.29,1,3,1,58.120000000000005,1,-4.207
86.178,0,0,3,0.0,1,-3.84
137.138,0,1,1,39.19,1,-0.46
421.4220000000001,3,3,3,118.36,1,-3.59
360.88200000000006,0,2,1,0.0,1,-7.82
286.11400000000003,0,2,2,46.61,1,-4.925
240.698,2,1,4,86.52,1,-3.15
228.294,0,4,0,0.0,2,-6.726
266.34,2,2,3,40.46,1,-4.95
390.5640000000003,0,1,14,52.60000000000001,1,-6.96
107.15599999999998,0,1,1,12.89,1,0.51
380.784,0,0,5,44.760000000000005,1,-2.28
154.21199999999996,0,2,1,0.0,2,-4.345
360.88200000000006,0,2,1,0.0,1,-8.71
210.285,0,1,3,48.39000000000001,1,-3.364
116.20399999999998,1,0,2,20.23,1,-0.92
210.233,2,2,0,75.27,1,-3.168
180.156,5,1,2,110.38,1,0.64
122.16699999999996,1,1,0,20.23,1,-1.4
258.104,1,1,2,38.33,1,-4.37
169.611,1,1,1,29.1,1,-2.843
395.3270000000001,0,2,1,0.0,1,-8.94
86.17799999999998,0,0,0,0.0,1,-3.55
107.15599999999998,1,1,1,12.03,1,-1.28
68.119,0,0,2,0.0,1,-2.09
404.5030000000002,2,4,3,100.90000000000002,1,-4.88
198.134,1,1,2,106.51000000000002,1,-1.456
321.163,2,3,1,61.690000000000005,1,-3.604
128.558,1,1,0,20.23,1,-0.7
191.455,0,1,0,0.0,1,-3.21
295.72900000000004,2,2,1,118.69,1,-3.05
170.16799999999998,2,1,1,75.27000000000001,1,-1.228
138.16599999999997,1,1,3,29.46,1,-0.7
168.239,0,2,2,0.0,2,-4.08
130.23099999999997,1,0,5,20.23,1,-1.98
421.7340000000001,0,2,6,89.51999999999998,1,-6.78
229.71500000000003,2,1,4,62.73,1,-4.43
102.177,1,0,3,20.23,1,-1.11
116.20399999999998,1,0,3,20.23,1,-1.08
106.16799999999996,0,1,1,0.0,1,-2.77
224.25999999999996,2,1,3,75.27000000000001,1,-2.253
373.3209999999999,0,3,0,0.0,1,-6.317
303.156,2,1,4,75.27000000000001,1,-2.647
349.43000000000006,0,3,5,59.32000000000001,1,-6.025
310.47800000000007,0,0,10,35.53,1,-5.19
102.133,0,0,2,26.3,1,-0.66
241.364,2,1,5,62.73,1,-4.1
236.702,1,1,2,32.34,1,-3.9
156.22799999999998,0,2,0,0.0,1,-4.72
257.547,0,2,1,0.0,1,-6.25
360.88200000000006,0,2,1,0.0,1,-7.39
84.082,2,0,0,88.19,1,-0.31
164.375,0,0,0,43.14,1,-2.0
223.102,0,2,1,0.0,1,-5.21
136.14999999999998,0,1,2,26.3,1,-1.49
180.163,1,1,2,72.24000000000001,1,-2.6919999999999997
158.241,0,0,6,26.3,1,-2.74
151.165,2,1,1,49.33,1,-1.03
118.13899999999998,1,2,0,28.68,2,-2.16
434.50400000000025,2,5,2,93.06000000000002,1,-4.31
151.129,3,2,0,100.45,1,-3.583
74.07900000000001,0,0,0,26.3,1,0.46
290.44699999999995,1,4,0,37.3,1,-4.743
100.161,1,0,3,20.23,1,-0.59
511.5810000000002,2,7,5,92.18,1,-3.931
130.231,0,0,6,9.23,1,-1.85
186.33899999999997,1,0,10,20.23,1,-4.8
313.36100000000005,2,3,4,81.59000000000002,1,-3.36
102.17699999999998,1,0,2,20.23,1,-0.49
129.09399999999997,2,1,0,71.77,1,-0.972
293.40700000000004,0,1,9,38.77,1,-3.84
130.231,1,0,4,20.23,1,-1.72
162.27599999999998,0,1,0,0.0,1,-5.23
150.22099999999998,1,1,1,20.23,1,-2.22
132.12599999999998,0,2,0,51.56,2,0.02
291.26500000000004,0,1,7,70.83000000000001,1,-4.66
16.043,0,0,0,0.0,0,-0.9
119.167,1,2,0,12.03,2,-1.04
173.171,0,2,1,43.14,1,-3.54
100.161,0,0,2,17.07,1,-0.67
151.129,3,2,0,100.71,1,-3.401
527.4140000000002,2,5,6,70.67,1,-4.445
61.040000000000006,0,0,0,43.14,1,0.26
304.66999999999996,0,0,4,20.31,1,-4.88
82.14599999999999,0,0,3,0.0,1,-2.68
117.15099999999995,1,2,0,15.79,2,-1.52
286.415,0,4,0,34.14,1,-3.69
84.16199999999999,0,0,3,0.0,1,-3.23
354.8150000000001,3,2,3,109.48999999999998,1,-3.79
112.216,0,1,1,0.0,1,-4.25
142.242,0,0,6,17.07,1,-2.58
295.298,2,3,3,84.07999999999998,1,-3.88
213.664,1,1,2,38.33,1,-3.38
288.73800000000006,0,3,1,49.330000000000005,1,-4.114
201.225,1,2,1,38.33,1,-3.224
26.037999999999997,0,0,0,0.0,1,0.29
107.15599999999998,0,1,0,12.89,1,0.38
80.12999999999998,0,1,0,0.0,2,-2.06
329.3800000000001,0,0,8,65.07000000000001,1,-2.518
122.16699999999996,1,1,1,20.23,1,-0.92
112.987,0,0,1,0.0,1,-1.6
126.19899999999998,0,0,4,17.07,1,-2.46
274.413,0,0,9,18.46,1,-4.23
344.4950000000001,0,4,1,43.370000000000005,1,-5.284
257.547,0,2,1,0.0,1,-6.14
310.687,2,2,2,58.2,1,-6.02
289.54499999999996,1,2,2,29.46,1,-4.46
390.5640000000002,0,1,14,52.60000000000001,1,-6.6370000000000005
346.46700000000016,2,4,2,74.6,1,-3.24
120.19499999999998,0,1,0,0.0,1,-3.4
390.5640000000003,0,1,16,52.60000000000001,1,-5.115
228.41999999999993,1,0,13,20.23,1,-6.35
291.99199999999996,0,2,1,0.0,1,-7.39
156.141,2,1,0,75.27000000000001,1,-1.742
169.993,0,0,0,0.0,1,-2.09
168.10799999999995,0,1,2,86.28,1,-3.1
86.13399999999999,0,0,1,17.07,1,-0.12
226.44799999999992,0,0,13,0.0,1,-8.4
154.253,0,3,0,9.23,1,-1.74
189.243,0,3,0,30.19,1,-2.07
128.21499999999995,0,0,5,17.07,1,-2.05
172.268,0,0,7,26.3,1,-3.38
114.094,0,1,0,0.0,1,-1.97
258.233,1,3,1,83.55000000000001,1,-2.676
335.28200000000004,0,1,7,89.51999999999998,1,-5.68
46.069,1,0,0,20.23,1,1.1
182.179,2,2,0,75.27,1,-2.349
236.271,2,1,4,67.42999999999999,1,-1.83
350.4580000000001,0,3,6,35.53,1,-5.24
198.30999999999992,1,1,1,32.34,1,-2.218
545.5460000000002,0,6,0,0.0,1,-6.8
193.128,0,0,6,0.0,1,-5.06
290.323,2,2,4,85.25,1,-4.883
231.299,0,2,2,30.17,1,-0.364
88.15,1,0,2,20.23,1,-0.24
137.138,0,1,1,43.14,1,-2.49
102.177,1,0,3,20.23,1,-1.14
314.42500000000007,2,4,0,57.53,1,-4.57
428.12000000000006,1,2,4,46.53,1,-4.93
221.647,1,2,1,60.91,1,-2.878
88.14999999999998,1,0,1,20.23,1,0.15
108.14,1,1,0,20.23,1,-0.73
74.07900000000001,0,0,2,26.3,1,0.15
121.18299999999996,0,1,1,3.24,1,-1.92
138.254,0,2,0,0.0,2,-5.19
90.191,1,0,2,0.0,1,-2.18
252.31599999999997,0,5,0,0.0,2,-7.8
165.834,0,0,0,0.0,1,-2.54
86.134,0,0,2,17.07,1,-0.28
53.06399999999999,0,0,0,23.79,1,0.15
410.4570000000002,3,4,2,94.83,1,-5.6129999999999995
100.161,0,0,3,17.07,1,-0.8
225.296,2,1,4,71.96000000000001,1,-3.239
114.232,0,0,4,0.0,1,-5.16
187.862,0,0,1,0.0,1,-1.68
193.246,1,1,2,38.33,1,-2.863
214.206,1,2,2,88.37,1,-3.22
216.283,0,4,0,0.0,2,-6.68
142.58499999999998,0,1,1,9.23,1,-2.46
366.0,0,1,4,27.69,1,-6.09
332.57000000000005,1,2,3,63.24,1,-5.03
320.04600000000005,0,2,3,0.0,1,-7.2
86.09,0,0,1,26.3,1,-0.22
290.75,1,2,3,41.57000000000001,1,-4.89
182.226,0,2,2,24.72,2,-4.45
134.22199999999998,0,1,1,0.0,1,-3.77
163.003,1,1,0,20.23,1,-1.79
342.297,8,2,5,189.52999999999997,1,0.79
180.156,6,1,0,121.38,1,0.35
254.24599999999995,2,2,3,102.28,1,-0.17
323.13200000000006,3,1,6,112.70000000000002,1,-2.111
116.204,1,0,3,20.23,1,-0.85
306.51500000000004,1,5,0,20.23,1,-5.41
235.906,0,1,0,0.0,1,-3.5
197.448,1,1,0,20.23,1,-2.34
346.3650000000001,1,1,8,149.67999999999998,1,-5.16
255.29199999999997,0,3,2,20.31,1,-4.7989999999999995
114.18799999999996,0,0,2,17.07,1,-1.3
238.287,2,1,3,75.27000000000001,1,-2.593
262.261,2,3,1,75.99000000000001,1,-2.943
194.19399999999996,0,2,0,61.82,1,-0.8759999999999999
416.58300000000025,0,5,1,60.44,1,-4.173
122.167,1,1,0,20.23,1,-1.38
170.211,0,2,2,9.23,2,-3.96
360.88200000000006,0,2,1,0.0,1,-8.56
122.12699999999997,1,1,1,55.98,1,0.61
110.18099999999995,1,1,0,0.0,1,-2.12
179.219,1,1,1,38.33,1,-2.5810000000000004
409.7819999999999,0,3,0,0.0,1,-6.86
94.204,0,0,1,0.0,1,-1.44
121.13899999999995,1,1,1,43.09,1,-0.96
191.455,0,1,0,0.0,1,-3.19
446.405,6,3,6,184.6,1,-0.742
116.20399999999998,1,0,4,20.23,1,-1.47
268.32,1,3,1,58.120000000000005,1,-4.553999999999999
163.003,1,1,0,20.23,1,-1.34
192.261,0,3,0,0.0,1,-5.85
130.231,1,0,5,20.23,1,-2.11
270.225,0,0,4,20.31,1,-4.2860000000000005
92.141,0,1,0,0.0,1,-2.21
230.909,0,1,0,12.89,1,-3.76
96.173,0,1,0,0.0,2,-3.18
240.444,0,0,0,6.48,1,-3.9
352.7700000000001,0,3,3,71.06,1,-3.2460000000000004
158.285,1,0,8,20.23,1,-3.63
100.20499999999998,0,0,2,0.0,1,-4.23
287.34299999999996,1,0,8,64.63000000000001,1,1.144
231.893,1,1,0,20.23,1,-3.15
72.107,0,0,2,17.07,1,-0.01
434.5040000000003,2,4,3,100.9,1,-4.9
58.123999999999995,0,0,1,0.0,1,-2.57
124.13899999999995,1,1,1,29.46,1,-1.96
376.4680000000002,2,4,1,74.6,1,-4.099
202.295,0,0,0,0.0,1,-2.6
222.23999999999995,0,1,4,52.60000000000001,1,-2.35
74.12299999999999,1,0,1,20.23,1,0.1
134.22199999999998,0,1,2,0.0,1,-4.12
267.835,0,0,0,0.0,1,-2.34
116.204,1,0,4,20.23,1,-1.4
130.18699999999998,0,0,4,26.3,1,-1.89
231.893,1,1,0,20.23,1,-3.37
120.19499999999996,0,1,2,0.0,1,-3.37
170.92000000000002,0,0,1,0.0,1,-2.74
70.09100000000001,0,0,1,17.07,1,0.32
116.164,0,0,0,23.550000000000004,1,0.94
134.22199999999998,0,1,0,0.0,1,-4.59
340.4630000000001,0,4,1,43.370000000000005,1,-4.8
299.28800000000007,0,2,5,55.84,1,-3.35
213.236,2,2,2,49.33,1,-3.59
223.794,0,0,4,3.24,1,-3.39
64.515,0,0,0,0.0,1,-1.06
310.297,2,1,3,75.27000000000001,1,-3.24
285.343,0,3,3,38.77,1,-3.46
70.135,0,0,1,0.0,1,-2.54
218.32199999999995,1,0,3,50.69,1,-1.62
224.25999999999996,2,2,0,75.27,1,-2.982
263.381,1,1,1,38.33,1,-4.24
288.255,4,3,1,107.22,1,-3.62
182.222,0,2,2,17.07,1,-3.12
282.5559999999999,0,0,17,0.0,1,-8.172
184.242,2,2,3,24.06,2,-2.92
102.177,1,0,3,20.23,1,-1.17
95.10099999999998,1,1,0,33.120000000000005,1,1.02
96.94400000000002,0,0,0,0.0,1,-1.3
84.162,0,1,0,0.0,1,-3.3
102.17699999999998,1,0,2,20.23,1,-0.8
254.289,1,3,0,55.56,1,-3.928
88.14999999999999,1,0,0,20.23,1,-0.4
293.754,0,2,4,57.010000000000005,1,-3.61
231.255,2,2,4,67.16,1,-2.461
42.081,0,0,0,0.0,1,-1.08
269.127,2,2,2,40.46,1,-3.953
300.314,2,2,4,76.66,1,-4.632
208.216,0,3,0,34.14,1,-5.19
130.231,1,0,5,20.23,1,-2.09
267.306,1,2,2,72.47,1,-2.281
134.22199999999998,0,1,3,0.0,1,-4.06
114.06,2,1,0,75.27,1,-0.4
466.47900000000016,0,2,10,55.38000000000001,1,-6.237
338.7720000000001,3,3,2,109.49,1,-3.451
116.15999999999998,0,0,2,26.3,1,-1.21
100.20499999999998,0,0,0,0.0,1,-4.36
395.3270000000001,0,2,1,0.0,1,-7.66
128.13399999999996,0,1,0,47.58,1,-2.38
137.138,0,1,1,43.14,1,-2.44
197.381,0,0,0,0.0,1,-1.71
219.266,1,0,1,70.99999999999999,1,0.106
246.359,0,0,7,18.46,1,-3.091
72.151,0,0,1,0.0,1,-3.18
365.96400000000006,0,1,5,44.760000000000005,1,-4.522
