num_valence_electrons,lattice_const,tetragonality,formation_energy,polarization_fermi,heusler_type
31,5.97,1.0,-0.507,68.55,Full Heusler
31,5.99,1.0,-0.35,79.65,Full Heusler
31,5.74,1.2683,-0.129,44.6,Full Heusler
32,5.89,1.0,-0.47600000000000003,76.67,Full Heusler
32,5.98,1.0,-0.314,81.8,Full Heusler
32,6.21,1.0,-0.289,83.44,Full Heusler
33,5.58,1.1667,-0.302,47.07,Full Heusler
33,5.68,1.1813,-0.18,63.21,Full Heusler
33,5.77,1.2322,-0.266,38.14,Full Heusler
26,6.07,1.0,-0.639,0.0,Full Heusler
26,6.06,1.0,-0.5820000000000001,0.0,Full Heusler
26,6.29,1.0,-0.466,0.0,Full Heusler
27,5.9449,1.0004,-0.65,0.0,Full Heusler
27,6.029,1.0038,-0.5770000000000001,0.0,Full Heusler
27,6.27,1.0,-0.594,0.0,Full Heusler
28,5.4217,1.3115,-0.652,0.0,Full Heusler
28,5.64,1.2482,-0.539,0.0,Full Heusler
28,6.2648,0.9992,-0.556,0.0,Full Heusler
27,5.8913,1.0019,-0.633,0.0,Full Heusler
27,5.8876,1.0019,-0.5529999999999999,0.0,Full Heusler
27,6.13,1.0,-0.359,0.0,Full Heusler
28,5.79,1.0,-0.639,0.0,Full Heusler
28,5.7,1.1018,-0.517,0.01,Full Heusler
28,6.1136,1.0039,-0.473,0.0,Full Heusler
29,5.0499,1.5157,-0.617,0.0,Full Heusler
29,5.2131,1.479,-0.444,0.0,Full Heusler
29,6.13,1.0,-0.373,0.0,Full Heusler
28,5.8,1.0,-0.389,0.0,Full Heusler
28,5.8,1.0,-0.287,0.0,Full Heusler
28,6.0349,1.0016,-0.055,0.0,Full Heusler
29,5.3178,1.2359,-0.37200000000000005,22.22,Full Heusler
29,5.29,1.327,-0.23,84.42,Full Heusler
29,6.05,1.0,-0.14300000000000002,64.62,Full Heusler
30,4.91,1.5519,-0.365,0.0,Full Heusler
30,5.0985,1.4979,-0.161,40.43,Full Heusler
30,5.7,1.2088,-0.076,40.57,Full Heusler
29,5.8,1.0,-0.271,2.89,Full Heusler
29,5.35,1.2729,-0.168,57.32,Full Heusler
29,6.0576,1.0072,0.039,24.99,Full Heusler
30,5.35,1.2093,-0.252,9.55,Full Heusler
30,5.45,1.2109999999999999,-0.111,10.61,Full Heusler
30,6.0582,1.0045,-0.079,22.04,Full Heusler
31,5.01,1.4511,-0.207,63.89,Full Heusler
31,5.2,1.4135,-0.031,71.83,Full Heusler
31,6.07,1.0,-0.017,24.51,Full Heusler
30,5.7803,1.0073,-0.41100000000000003,27.04,Full Heusler
30,5.8,1.0052,-0.298,26.15,Full Heusler
30,6.07,1.0,-0.10800000000000001,30.31,Full Heusler
31,5.7,1.0,-0.374,35.26,Full Heusler
31,5.81,1.0,-0.23800000000000002,18.73,Full Heusler
31,6.065,0.9986,-0.21,18.59,Full Heusler
32,5.05,1.4238,-0.307,3.14,Full Heusler
32,5.26,1.3726,-0.151,12.84,Full Heusler
32,5.9494,1.0604,-0.13699999999999998,1.62,Full Heusler
31,5.21,1.3301,-0.34,30.55,Full Heusler
31,5.2,1.35,-0.23199999999999998,26.64,Full Heusler
31,6.02,1.0,-0.006,57.78,Full Heusler
32,5.1,1.351,-0.316,49.48,Full Heusler
32,5.86,0.9539,-0.14800000000000002,25.32,Full Heusler
32,6.027,0.9943,-0.10099999999999999,26.91,Full Heusler
33,4.94,1.4717,-0.233,42.51,Full Heusler
33,5.12,1.4434,-0.057999999999999996,57.7,Full Heusler
33,6.02,1.0,-0.012,53.93,Full Heusler
32,5.11,1.3757,-0.32299999999999995,62.79,Full Heusler
32,5.12,1.3828,-0.201,55.98,Full Heusler
32,5.39,1.3525,0.042,63.67,Full Heusler
33,5.01,1.3852,-0.32,70.69,Full Heusler
33,5.11,1.3836,-0.14800000000000002,71.88,Full Heusler
33,5.4,1.3333,-0.071,61.74,Full Heusler
34,4.92,1.4533,-0.21600000000000003,66.06,Full Heusler
34,5.06,1.4506,-0.039,70.2,Full Heusler
34,5.33,1.379,-0.017,49.9,Full Heusler
33,5.2039,1.2978,-0.413,0.0,Full Heusler
33,5.22,1.2989,-0.289,0.08,Full Heusler
33,5.44,1.307,-0.068,0.0,Full Heusler
34,5.07,1.3333,-0.42200000000000004,0.0,Full Heusler
34,5.17,1.3327,-0.259,0.0,Full Heusler
34,5.4,1.3296,-0.207,0.0,Full Heusler
35,4.97,1.3984,-0.303,0.0,Full Heusler
35,5.1,1.4098,-0.14300000000000002,0.0,Full Heusler
35,5.36,1.3563,-0.153,0.0,Full Heusler
13,6.03,1.0,0.401,18.18,Half Heusler
13,6.32,1.0,0.545,100.0,Half Heusler
14,5.85,1.0,0.18899999999999997,100.0,Half Heusler
14,5.95,1.0,0.217,100.0,Half Heusler
14,6.25,1.0016,0.27399999999999997,100.0,Half Heusler
15,5.24,1.2729,-0.226,15.57,Half Heusler
15,5.52,1.2065,-0.009000000000000001,100.0,Half Heusler
15,6.18,0.9984,0.124,100.0,Half Heusler
14,5.83,1.0,0.5820000000000001,22.14,Half Heusler
14,5.82,1.0,0.527,25.64,Half Heusler
14,6.17,1.0,0.7240000000000001,75.86,Half Heusler
15,5.6,1.0,0.261,12.54,Half Heusler
15,5.75,1.0,0.34299999999999997,8.96,Half Heusler
15,6.11,1.0,0.45899999999999996,15.96,Half Heusler
16,5.5,1.0,-0.177,0.0,Half Heusler
16,5.65,1.0035,0.10300000000000001,0.0,Half Heusler
16,6.0579,1.0037,0.273,36.81,Half Heusler
15,5.82,1.0,0.583,18.74,Half Heusler
15,5.8,1.0,0.5379999999999999,11.69,Half Heusler
15,6.2,1.0,0.7140000000000001,26.48,Half Heusler
16,5.5,1.0,0.27699999999999997,0.0,Half Heusler
16,5.74,1.0017,0.39,25.13,Half Heusler
16,6.14,1.0016,0.483,39.35,Half Heusler
17,5.4,1.0019,-0.158,5.8,Half Heusler
17,5.6346,0.9976,0.14300000000000002,18.41,Half Heusler
17,6.09,0.9951,0.31,22.7,Half Heusler
16,5.8,1.0,0.49200000000000005,33.95,Half Heusler
16,5.79,1.0,0.439,37.59,Half Heusler
16,6.21,1.0,0.619,50.76,Half Heusler
17,5.476,0.9947,0.156,2.08,Half Heusler
17,5.7,1.0035,0.262,63.35,Half Heusler
17,6.13,1.0033,0.36,40.92,Half Heusler
18,5.42,1.0018,-0.264,99.59,Half Heusler
18,5.71,1.0,-0.009000000000000001,100.0,Half Heusler
18,6.1,1.0,0.151,22.99,Half Heusler
17,5.65,1.0,0.489,2.95,Half Heusler
17,5.67,1.0,0.452,9.19,Half Heusler
17,6.07,1.0,0.6970000000000001,89.2,Half Heusler
18,5.45,1.0037,0.141,24.26,Half Heusler
18,5.65,1.0,0.249,100.0,Half Heusler
18,6.01,1.0,0.41700000000000004,100.0,Half Heusler
19,5.42,1.0,-0.21899999999999997,23.39,Half Heusler
19,5.6242,1.0011,0.059000000000000004,1.52,Half Heusler
19,5.9685,1.0029,0.28,68.79,Half Heusler
19,5.73,1.0,0.483,68.61,Half Heusler
19,5.11,1.4227,-0.006999999999999999,32.83,Half Heusler
19,6.07,1.0,0.221,20.87,Half Heusler
20,5.52,1.0,-0.188,56.87,Half Heusler
20,5.67,0.9982,-0.125,23.11,Half Heusler
20,6.0,1.0,-0.009000000000000001,10.31,Half Heusler
21,5.45,1.0037,-0.5529999999999999,37.81,Half Heusler
21,5.64,0.9982,-0.32799999999999996,2.0,Half Heusler
21,5.95,1.005,-0.149,11.96,Half Heusler
14,5.8,1.0,0.215,4.5,Half Heusler
14,5.82,0.9966,0.17800000000000002,40.69,Half Heusler
14,6.1467,1.0058,0.375,80.9,Half Heusler
15,5.64,1.0,-0.099,0.0,Half Heusler
15,5.77,1.0017,-0.018000000000000002,12.39,Half Heusler
15,6.13,1.0,0.07400000000000001,84.11,Half Heusler
16,5.56,1.0,-0.527,51.6,Half Heusler
16,5.7415,1.0049,-0.298,89.02,Half Heusler
16,6.09,0.9984,-0.165,67.2,Half Heusler
15,5.7,1.0,0.28300000000000003,38.46,Half Heusler
15,5.74,1.0,0.254,18.16,Half Heusler
15,6.11,1.0,0.47600000000000003,2.72,Half Heusler
16,5.5,1.0,-0.064,0.0,Half Heusler
16,5.68,1.0018,0.055,44.82,Half Heusler
16,6.04,1.0,0.18600000000000003,23.14,Half Heusler
17,5.4033,1.0039,-0.539,20.99,Half Heusler
17,5.5948,1.0018,-0.243,100.0,Half Heusler
17,5.9233,1.0025,-0.034,100.0,Half Heusler
16,5.7,1.0,0.36200000000000004,3.04,Half Heusler
16,5.74,1.0,0.348,2.11,Half Heusler
16,6.15,1.0,0.541,3.98,Half Heusler
17,5.42,1.0,-0.027000000000000003,13.76,Half Heusler
17,5.571000000000001,1.0043,0.12300000000000001,100.0,Half Heusler
17,6.06,0.9967,0.26899999999999996,7.3,Half Heusler
18,5.3,0.9981,-0.46,0.0,Half Heusler
18,5.5142,1.0037,-0.10099999999999999,100.0,Half Heusler
18,5.9519,1.0028,0.09699999999999999,80.31,Half Heusler
17,5.6,1.0,0.28,18.84,Half Heusler
17,5.71,0.9982,0.273,43.75,Half Heusler
17,6.12,1.0,0.48,26.16,Half Heusler
18,5.3671,1.0081,-0.098,30.23,Half Heusler
18,5.5844,0.9997,0.047,100.0,Half Heusler
18,6.05,0.9967,0.184,32.15,Half Heusler
19,5.33,1.0019,-0.419,99.14,Half Heusler
19,5.627000000000001,1.0017,-0.131,100.0,Half Heusler
19,6.01,0.9983,0.044000000000000004,100.0,Half Heusler
18,5.52,1.0,0.292,76.01,Half Heusler
18,5.5636,1.0033,0.299,80.4,Half Heusler
18,5.96,1.0034,0.589,100.0,Half Heusler
19,5.33,1.0019,0.011000000000000001,0.0,Half Heusler
19,5.57,1.0,0.162,84.0,Half Heusler
19,5.92,1.0,0.353,65.18,Half Heusler
20,5.32,1.0,-0.306,80.06,Half Heusler
20,5.51,0.9982,0.005,96.56,Half Heusler
20,5.84,1.0,0.235,3.07,Half Heusler
20,5.65,1.0,-0.018000000000000002,44.26,Half Heusler
20,5.66,1.0,0.209,28.89,Half Heusler
20,6.0,1.0,0.161,37.12,Half Heusler
21,5.48,0.9982,-0.21600000000000003,12.77,Half Heusler
21,5.62,0.9947,-0.132,0.4,Half Heusler
21,5.96,0.9983,-0.044000000000000004,30.36,Half Heusler
22,5.36,1.0037,-0.46399999999999997,7.63,Half Heusler
22,5.6,1.0,-0.011000000000000001,30.64,Half Heusler
22,5.9,0.9966,-0.136,12.88,Half Heusler
15,5.74,1.0,-0.021,53.72,Half Heusler
15,5.72,1.0,-0.038,3.36,Half Heusler
15,6.08,1.0,0.20600000000000002,0.62,Half Heusler
16,5.6,1.0,-0.342,22.22,Half Heusler
16,5.71,1.0,-0.253,31.15,Half Heusler
16,6.0149,1.0026,-0.135,0.53,Half Heusler
17,5.4527,1.0044,-0.802,60.74,Half Heusler
17,5.6547,1.0008,-0.55,88.95,Half Heusler
17,5.9534,1.0004,-0.382,66.7,Half Heusler
16,5.6,1.0,0.10800000000000001,15.87,Half Heusler
16,5.61,1.0,0.121,10.78,Half Heusler
16,5.97,1.0,0.42100000000000004,40.22,Half Heusler
17,5.44,1.0,-0.306,15.05,Half Heusler
17,5.5578,1.0023,-0.157,64.87,Half Heusler
17,5.8667,1.0026,0.054000000000000006,47.5,Half Heusler
18,5.3138,1.0038,-0.804,0.0,Half Heusler
18,5.4855,1.0025,-0.46799999999999997,0.0,Half Heusler
18,5.7758,1.0021,-0.21100000000000002,0.0,Half Heusler
17,5.48,1.0,0.205,6.07,Half Heusler
17,5.49,1.0,0.242,44.83,Half Heusler
17,5.99,1.0,0.5660000000000001,99.98,Half Heusler
18,5.3284,1.0043,-0.231,0.0,Half Heusler
18,5.4448,1.0025,-0.025,0.0,Half Heusler
18,5.8445,1.0,0.247,100.0,Half Heusler
19,5.2921,0.9978,-0.465,87.54,Half Heusler
19,5.4814,0.9961,-0.13699999999999998,100.0,Half Heusler
19,5.81,1.0,0.08900000000000001,100.0,Half Heusler
18,5.42,1.0018,0.157,0.0,Half Heusler
18,5.49,1.0,0.214,3.74,Half Heusler
18,5.9505,1.0003,0.523,20.59,Half Heusler
19,5.3211,1.0008,-0.155,92.28,Half Heusler
19,5.4714,0.9954,0.033,100.0,Half Heusler
19,5.92,1.0,0.222,100.0,Half Heusler
20,5.32,0.9981,-0.424,100.0,Half Heusler
20,5.51,1.0,-0.134,100.0,Half Heusler
20,5.84,1.0,0.052000000000000005,100.0,Half Heusler
19,5.5,1.0,0.23600000000000002,100.0,Half Heusler
19,5.54,0.9982,0.268,7.04,Half Heusler
19,5.91,1.0017,0.512,51.65,Half Heusler
20,5.3404,1.0031,-0.078,98.27,Half Heusler
20,5.48,1.0,0.091,75.12,Half Heusler
20,5.85,1.0,0.24600000000000002,23.34,Half Heusler
21,5.31,1.0,-0.35,51.25,Half Heusler
21,5.49,1.0,-0.071,93.76,Half Heusler
21,5.78,1.0,0.09300000000000001,100.0,Half Heusler
21,5.56,1.0018,0.146,67.73,Half Heusler
21,5.58,1.0,0.175,12.83,Half Heusler
21,5.89,0.9983,0.4,14.58,Half Heusler
22,5.4,1.0037,0.002,46.55,Half Heusler
22,5.56,1.0,0.11,49.63,Half Heusler
22,5.87,0.9983,0.2,54.16,Half Heusler
23,5.29,1.0,-0.23199999999999998,36.46,Half Heusler
23,5.52,1.0,0.018000000000000002,26.68,Half Heusler
23,5.83,1.0034,0.122,46.72,Half Heusler
15,5.94,1.0,-0.275,31.68,Half Heusler
15,5.94,1.0,-0.228,1.38,Half Heusler
15,6.19,1.0,0.004,3.34,Half Heusler
16,5.82,1.0017,-0.424,0.0,Half Heusler
16,5.92,1.0,-0.332,2.18,Half Heusler
16,6.2044,0.9992,-0.256,0.0,Half Heusler
17,5.7261,1.0011,-0.7290000000000001,0.0,Half Heusler
17,5.89,1.0,-0.536,0.0,Half Heusler
17,6.1404,1.0035,-0.45899999999999996,0.0,Half Heusler
16,5.8262,1.0009,-0.053,25.3,Half Heusler
16,5.8303,1.0024,0.022000000000000002,28.22,Half Heusler
16,6.11,1.0,0.305,22.33,Half Heusler
17,5.7,1.0,-0.259,48.49,Half Heusler
17,5.8,1.0017,-0.121,50.73,Half Heusler
17,5.83,1.0,0.021,73.0,Half Heusler
18,5.6167,1.0022,-0.609,0.0,Half Heusler
18,5.7621,1.0043,-0.358,0.0,Half Heusler
18,6.018,1.004,-0.222,0.0,Half Heusler
17,5.73,1.0,0.145,35.7,Half Heusler
17,5.74,1.0,0.24,17.3,Half Heusler
17,6.15,1.0,0.522,37.08,Half Heusler
18,5.6119,1.0039,-0.115,0.0,Half Heusler
18,5.7074,1.0067,0.059000000000000004,0.0,Half Heusler
18,5.99,0.9983,0.24600000000000002,0.0,Half Heusler
19,5.5796,0.9964,-0.281,90.19,Half Heusler
19,5.7409,0.9978,-0.03,100.0,Half Heusler
19,6.01,0.9983,0.107,100.0,Half Heusler
18,5.67,1.0018,0.128,0.0,Half Heusler
18,5.69,1.0,0.23600000000000002,50.95,Half Heusler
18,6.15,1.0,0.42100000000000004,100.0,Half Heusler
19,5.6,1.0036,-0.057999999999999996,93.19,Half Heusler
19,5.72,1.0,0.10400000000000001,100.0,Half Heusler
19,6.13,1.0,0.158,31.68,Half Heusler
20,5.5888,1.0034,-0.28,100.0,Half Heusler
20,5.7574,1.0006,-0.053,100.0,Half Heusler
20,6.0633,1.0044,0.022000000000000002,48.53,Half Heusler
19,5.7885,0.9993,0.17800000000000002,90.95,Half Heusler
19,5.66,1.0018,0.28600000000000003,63.75,Half Heusler
19,6.08,1.0,0.505,64.84,Half Heusler
20,5.64,1.0,-0.036000000000000004,50.79,Half Heusler
20,5.747999999999999,1.0023,0.099,12.84,Half Heusler
20,6.0255,1.0001,0.20600000000000002,58.25,Half Heusler
21,5.59,1.0,-0.22899999999999998,41.71,Half Heusler
21,5.76,1.0,-0.012,6.65,Half Heusler
21,6.03,1.0,0.053,100.0,Half Heusler
21,5.74,1.0,-0.109,46.69,Half Heusler
21,5.75,1.0,-0.03,41.52,Half Heusler
21,6.04,1.0,0.521,69.32,Half Heusler
22,5.6132,1.0,-0.28,47.24,Half Heusler
22,5.7229,1.0024,-0.154,39.11,Half Heusler
22,5.9913,1.0012,-0.06,51.46,Half Heusler
23,5.56,0.9982,-0.47200000000000003,0.0,Half Heusler
23,5.72,0.9983,-0.262,0.0,Half Heusler
23,5.99,0.9967,-0.201,0.0,Half Heusler
16,5.7,1.0,-0.23800000000000002,63.36,Half Heusler
16,5.71,1.0,-0.24600000000000002,67.93,Half Heusler
16,5.99,1.0,0.006,61.13,Half Heusler
17,5.577000000000001,0.9953,-0.59,78.74,Half Heusler
17,5.6437,1.0052,-0.498,51.17,Half Heusler
17,5.9309,1.0038,-0.36,71.31,Half Heusler
18,5.4288,1.0039,-1.109,0.0,Half Heusler
18,5.61,1.0,-0.852,0.0,Half Heusler
18,5.8771,1.0017,-0.67,0.0,Half Heusler
17,5.56,1.0,-0.09300000000000001,58.1,Half Heusler
17,5.56,1.0,-0.068,82.6,Half Heusler
17,5.86,1.0,0.266,89.94,Half Heusler
18,5.41,1.0,-0.5479999999999999,0.0,Half Heusler
18,5.4982,1.0036,-0.391,0.0,Half Heusler
18,5.79,1.0,-0.16399999999999998,0.0,Half Heusler
19,5.3587,0.998,-0.643,92.65,Half Heusler
19,5.5264,0.9988,-0.363,100.0,Half Heusler
19,5.8092,1.0017,-0.182,100.0,Half Heusler
18,5.45,1.0042,0.033,0.0,Half Heusler
18,5.4451,1.0055,0.078,0.0,Half Heusler
18,5.7643,1.0036,0.465,0.0,Half Heusler
19,5.3575,1.0026,-0.203,99.6,Half Heusler
19,5.4726,1.003,-0.035,100.0,Half Heusler
19,5.78,1.0017,0.16699999999999998,100.0,Half Heusler
20,5.3249,1.0041,-0.36200000000000004,100.0,Half Heusler
20,5.5192,1.0001,-0.10400000000000001,100.0,Half Heusler
20,5.8075,1.0004,0.036000000000000004,100.0,Half Heusler
19,5.45,1.0018,0.078,78.09,Half Heusler
19,5.46,1.0,0.139,96.21,Half Heusler
19,5.93,1.0,0.344,19.49,Half Heusler
20,5.356,1.0041,-0.209,100.0,Half Heusler
20,5.49,1.0018,-0.057,100.0,Half Heusler
20,5.8366,1.0033,0.079,25.61,Half Heusler
21,5.34,1.0,-0.44299999999999995,100.0,Half Heusler
21,5.53,1.0,-0.21100000000000002,100.0,Half Heusler
21,5.82,1.0,-0.10800000000000001,100.0,Half Heusler
20,5.5,0.9982,0.043,63.28,Half Heusler
20,5.51,0.9982,0.107,65.16,Half Heusler
20,5.8,1.0,0.373,67.92,Half Heusler
21,5.3621,1.0043,-0.204,86.36,Half Heusler
21,5.5,1.0,-0.061,100.0,Half Heusler
21,5.79,0.9983,0.064,100.0,Half Heusler
22,5.35,1.0,-0.348,12.31,Half Heusler
22,5.53,1.0018,-0.13,65.6,Half Heusler
22,5.81,1.0,-0.033,52.37,Half Heusler
22,5.49,1.0,0.462,69.46,Half Heusler
22,5.5,1.0018,0.5329999999999999,68.46,Half Heusler
22,5.81,0.9983,0.765,81.9,Half Heusler
23,5.34,1.0019,0.28800000000000003,0.0,Half Heusler
23,5.4495,1.0042,0.42200000000000004,0.0,Half Heusler
23,5.7409,1.0028,0.504,0.0,Half Heusler
24,5.28,1.0019,0.141,5.49,Half Heusler
24,5.46,1.0,0.349,11.79,Half Heusler
24,5.73,1.0017,0.4,25.27,Half Heusler
16,5.95,1.0,-0.535,64.1,Half Heusler
16,5.95,1.0,-0.49200000000000005,69.36,Half Heusler
16,6.21,1.0,-0.304,66.98,Half Heusler
17,5.83,1.0017,-0.69,0.12,Half Heusler
17,5.92,1.0,-0.635,4.8,Half Heusler
17,6.15,1.0058,-0.591,0.0,Half Heusler
18,5.7366,1.001,-1.075,0.0,Half Heusler
18,5.872000000000001,1.0039,-0.9009999999999999,0.0,Half Heusler
18,6.117999999999999,1.0034,-0.8370000000000001,0.0,Half Heusler
17,5.8262,1.0009,-0.275,87.85,Half Heusler
17,5.82,1.0,-0.207,90.12,Half Heusler
17,6.09,1.0,0.048,92.08,Half Heusler
18,5.69,1.0,-0.529,0.0,Half Heusler
18,5.7749,1.0051,-0.41,0.0,Half Heusler
18,6.04,1.0017,-0.302,0.0,Half Heusler
19,5.66,1.0018,-0.5670000000000001,95.87,Half Heusler
19,5.81,1.0034,-0.377,100.0,Half Heusler
19,6.0581,1.0024,-0.312,100.0,Half Heusler
18,5.73,1.0,-0.075,0.0,Half Heusler
18,5.74,0.9983,0.015,0.0,Half Heusler
18,6.19,1.0,0.207,83.4,Half Heusler
19,5.65,1.0018,-0.183,100.0,Half Heusler
19,5.75,1.0035,-0.055999999999999994,100.0,Half Heusler
19,6.02,0.9983,0.043,100.0,Half Heusler
20,5.65,1.0035,-0.293,100.0,Half Heusler
20,5.81,1.0017,-0.121,100.0,Half Heusler
20,6.0742,1.0007,-0.091,83.97,Half Heusler
19,5.89,1.0017,-0.191,30.69,Half Heusler
19,5.89,1.0,-0.11199999999999999,22.75,Half Heusler
19,6.18,1.0,0.019,3.99,Half Heusler
20,5.7109,0.9954,-0.231,55.65,Half Heusler
20,5.8231,1.0036,-0.151,42.28,Half Heusler
20,6.1204,1.0047,-0.17600000000000002,43.45,Half Heusler
21,5.67,0.9982,-0.40399999999999997,100.0,Half Heusler
21,5.83,0.9983,-0.256,61.34,Half Heusler
21,6.09,1.0,-0.276,18.92,Half Heusler
20,5.78,1.0,-0.147,80.04,Half Heusler
20,5.79,1.0,-0.051,74.27,Half Heusler
20,6.08,1.0,0.145,78.17,Half Heusler
21,5.68,1.0,-0.24,73.74,Half Heusler
21,5.78,0.9982,-0.139,100.0,Half Heusler
21,6.05,1.0,-0.121,100.0,Half Heusler
22,5.65,0.9982,-0.256,53.45,Half Heusler
22,5.81,1.0,-0.114,59.81,Half Heusler
22,6.0464,1.0025,-0.132,69.64,Half Heusler
22,5.73,1.0,0.19899999999999998,65.95,Half Heusler
22,5.75,0.9983,0.303,0.0,Half Heusler
22,6.02,0.9983,0.49,73.36,Half Heusler
23,5.62,0.9982,0.14300000000000002,0.0,Half Heusler
23,5.73,1.0,0.249,0.0,Half Heusler
23,6.0,0.9967,0.245,0.0,Half Heusler
24,5.57,1.0,0.11599999999999999,0.0,Half Heusler
24,5.72,1.0052,0.257,0.0,Half Heusler
24,5.97,1.0,0.209,0.0,Half Heusler
17,5.75,1.0,-0.36,95.41,Half Heusler
17,5.72,1.0,-0.385,96.73,Half Heusler
17,5.9916,1.0021,-0.168,96.64,Half Heusler
18,5.56,1.0027,-0.762,0.0,Half Heusler
18,5.6533,1.0025,-0.691,0.0,Half Heusler
18,5.9292,1.0032,-0.5710000000000001,0.0,Half Heusler
19,5.51,1.0,-0.8240000000000001,0.0,Half Heusler
19,5.67,0.9982,-0.62,0.0,Half Heusler
19,5.96,0.995,-0.507,0.0,Half Heusler
18,5.5669,1.0041,-0.196,0.0,Half Heusler
18,5.5508,1.0036,-0.195,0.0,Half Heusler
18,5.8388,1.0029,0.106,0.0,Half Heusler
19,5.47,1.0018,-0.316,90.97,Half Heusler
19,5.58,1.0,-0.203,96.55,Half Heusler
19,5.87,0.9983,-0.079,100.0,Half Heusler
20,5.45,0.9982,-0.40299999999999997,73.68,Half Heusler
20,5.62,0.9982,-0.2,57.58,Half Heusler
20,5.89,1.0,-0.122,100.0,Half Heusler
19,5.54,0.9982,0.114,100.0,Half Heusler
19,5.53,1.0,0.149,100.0,Half Heusler
19,5.99,1.0,0.331,14.31,Half Heusler
20,5.44,1.0,-0.11599999999999999,100.0,Half Heusler
20,5.56,0.9982,-0.001,100.0,Half Heusler
20,5.88,1.0,0.081,52.61,Half Heusler
21,5.4247,1.0034,-0.254,100.0,Half Heusler
21,5.62,1.0,-0.079,100.0,Half Heusler
21,5.89,1.0,-0.042,80.25,Half Heusler
20,5.56,1.036,-0.04,69.47,Half Heusler
20,5.64,1.0,-0.005,57.23,Half Heusler
20,5.96,1.0034,0.152,54.19,Half Heusler
21,5.45,1.0018,-0.251,100.0,Half Heusler
21,5.57,1.0018,-0.153,60.38,Half Heusler
21,5.88,1.0,-0.114,1.57,Half Heusler
22,5.46,1.0018,-0.4,100.0,Half Heusler
22,5.64,0.9982,-0.25,100.0,Half Heusler
22,5.91,1.0,-0.217,100.0,Half Heusler
21,5.56,0.9964,-0.069,85.43,Half Heusler
21,5.56,0.9982,-0.017,100.0,Half Heusler
21,5.85,1.0,0.195,100.0,Half Heusler
22,5.44,1.0,-0.12,73.71,Half Heusler
22,5.57,1.0018,-0.028999999999999998,69.65,Half Heusler
22,5.85,1.0017,0.017,74.94,Half Heusler
23,5.4,1.0,-0.18899999999999997,72.43,Half Heusler
23,5.54,1.0289,-0.025,77.44,Half Heusler
23,5.91,0.9712,0.018000000000000002,84.24,Half Heusler
23,5.49,1.0036,0.7929999999999999,0.0,Half Heusler
23,5.51,0.9982,0.8809999999999999,0.0,Half Heusler
23,5.79,1.0017,1.054,0.0,Half Heusler
24,5.36,1.0037,0.736,0.0,Half Heusler
24,5.49,1.0,0.8390000000000001,0.0,Half Heusler
24,5.76,1.0035,0.841,0.0,Half Heusler
25,5.3,1.0,0.6679999999999999,0.0,Half Heusler
25,5.3,1.0,0.904,0.0,Half Heusler
25,5.76,0.9965,0.797,0.0,Half Heusler
13,6.08,1.5329,-0.17600000000000002,51.67,Inverse Heusler
14,5.75,1.5774,-0.312,1.84,Inverse Heusler
14,6.02,1.5698,-0.359,12.14,Inverse Heusler
15,5.61,1.6239,-0.51,44.53,Inverse Heusler
15,5.73,1.6230000000000002,-0.444,42.0,Inverse Heusler
16,5.64,1.6028,-0.282,0.0,Inverse Heusler
23,5.45,1.8055,-0.7040000000000001,0.0,Inverse Heusler
23,5.57,1.7899,-0.6409999999999999,0.0,Inverse Heusler
18,5.35,1.5888,-0.368,6.37,Inverse Heusler
21,5.28,1.6098,-0.303,0.0,Inverse Heusler
24,5.23,1.5105,0.008,30.84,Inverse Heusler
27,5.2246,1.5678,-0.026000000000000002,32.92,Inverse Heusler
28,5.1,1.4471,-0.021,18.67,Inverse Heusler
29,5.15,1.5049,0.015,4.6,Inverse Heusler
29,5.07,1.357,-0.273,27.41,Inverse Heusler
31,5.04,1.621,-0.091,41.49,Inverse Heusler
31,5.45,1.5633,0.128,52.21,Inverse Heusler
32,5.2,1.4404,0.095,70.18,Inverse Heusler
32,5.47,1.3803,0.16899999999999998,71.99,Inverse Heusler
32,5.16,1.5019,0.03,52.68,Inverse Heusler
32,5.41,1.4806,0.121,63.02,Inverse Heusler
33,5.18,1.5232,0.094,29.31,Inverse Heusler
31,5.21,1.3052,-0.154,61.26,Inverse Heusler
31,5.44,1.3107,0.115,69.91,Inverse Heusler
32,5.0307,1.3534,-0.316,49.49,Inverse Heusler
32,5.13,1.3567,-0.13,55.84,Inverse Heusler
32,5.3848,1.3345,-0.016,51.75,Inverse Heusler
32,5.53,1.2857,0.195,69.56,Inverse Heusler
33,5.02,1.4104,-0.11699999999999999,59.15,Inverse Heusler
38,5.21,1.476,0.037000000000000005,0.0,Inverse Heusler
38,5.32,1.4793,0.044000000000000004,0.0,Inverse Heusler
39,5.19,1.5029,-0.003,0.0,Inverse Heusler
39,5.61,1.4652,0.131,0.0,Inverse Heusler
18,6.47,1.0,-0.18100000000000002,0.0,Inverse Heusler
19,6.38,1.0,-0.111,69.85,Inverse Heusler
19,6.39,1.0,-0.188,100.0,Inverse Heusler
20,6.351,1.0,-0.08900000000000001,100.0,Inverse Heusler
20,5.8497,0.9999,-0.266,0.0,Inverse Heusler
20,5.94,1.0,-0.11800000000000001,100.0,Inverse Heusler
20,6.222,1.0,0.084,56.24,Inverse Heusler
